timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body,backend_id_normalized,timestamp_raw,t_rel_s,strategy
1775208600.0,gw24_00000,1184972,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,485.074,15.174,,sp26-cs525-0605.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00001,1184972,gateway_strawman,sp26-cs525-0606.cs.illinois.edu,200,354.327,22.803,,sp26-cs525-0606.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00002,1184972,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,200,303.656,25.746,,sp26-cs525-0607.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00003,1184972,gateway_strawman,sp26-cs525-0608.cs.illinois.edu,200,470.987,10.684,,sp26-cs525-0608.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00004,1184972,gateway_strawman,sp26-cs525-0609.cs.illinois.edu,200,438.774,14.134,,sp26-cs525-0609.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00005,1184972,gateway_strawman,sp26-cs525-0612.cs.illinois.edu,200,414.415,22.097,,sp26-cs525-0612.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00006,1184972,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,679.696,16.972,,sp26-cs525-0613.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00007,1184972,gateway_strawman,sp26-cs525-0614.cs.illinois.edu,200,448.551,16.295,,sp26-cs525-0614.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00008,1184972,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,281.035,14.47,,sp26-cs525-0615.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00009,1184972,gateway_strawman,sp26-cs525-0617.cs.illinois.edu,200,248.366,11.998,,sp26-cs525-0617.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00010,1184972,gateway_strawman,sp26-cs525-0618.cs.illinois.edu,200,441.194,14.879,,sp26-cs525-0618.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00011,1184972,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,591.845,31.452,,sp26-cs525-0619.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00012,1184972,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,689.871,30.978,,sp26-cs525-0605.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00013,1184972,gateway_strawman,sp26-cs525-0606.cs.illinois.edu,200,846.61,12.095,,sp26-cs525-0606.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00014,1184972,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,200,327.679,13.179,,sp26-cs525-0607.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00015,1184972,gateway_strawman,sp26-cs525-0608.cs.illinois.edu,200,420.88,12.532,,sp26-cs525-0608.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
1775208600.0,gw24_00016,1184972,gateway_strawman,sp26-cs525-0609.cs.illinois.edu,200,664.67,21.694,,sp26-cs525-0609.cs.illinois.edu,1775208600.0,0.000,gateway_strawman
