timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body,backend_id_normalized,timestamp_raw,t_rel_s,strategy
0.0,resnet_p2c_c64_0000001,609876,p2c_pewma,sp26-cs525-0613,200,90.164,9.339,,sp26-cs525-0613.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000002,609955,p2c_pewma,sp26-cs525-0606,200,179.111,10.89,,sp26-cs525-0606.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000003,610303,p2c_pewma,sp26-cs525-0605,200,125.611,11.792,,sp26-cs525-0605.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000004,610413,p2c_pewma,sp26-cs525-0608,200,60.404,13.304,,sp26-cs525-0608.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000005,610323,p2c_pewma,sp26-cs525-0618,200,92.915,10.175,,sp26-cs525-0618.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000006,609582,p2c_pewma,sp26-cs525-0615,200,152.107,11.504,,sp26-cs525-0615.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000007,610118,p2c_pewma,sp26-cs525-0614,200,93.17,12.02,,sp26-cs525-0614.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000008,610028,p2c_pewma,sp26-cs525-0613,200,188.306,12.246,,sp26-cs525-0613.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000009,610160,p2c_pewma,sp26-cs525-0614,200,190.593,11.847,,sp26-cs525-0614.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000010,609767,p2c_pewma,sp26-cs525-0612,200,82.364,12.096,,sp26-cs525-0612.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000011,610408,p2c_pewma,sp26-cs525-0614,200,308.086,11.211,,sp26-cs525-0614.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000012,610410,p2c_pewma,sp26-cs525-0609,200,85.056,11.325,,sp26-cs525-0609.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000013,609599,p2c_pewma,sp26-cs525-0605,200,180.483,11.056,,sp26-cs525-0605.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000014,610192,p2c_pewma,sp26-cs525-0617,200,79.916,10.943,,sp26-cs525-0617.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000015,610175,p2c_pewma,sp26-cs525-0615,200,244.222,10.932,,sp26-cs525-0615.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000016,610148,p2c_pewma,sp26-cs525-0613,200,253.378,14.625,,sp26-cs525-0613.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000017,609909,p2c_pewma,sp26-cs525-0617,200,181.405,8.667,,sp26-cs525-0617.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000018,609985,p2c_pewma,sp26-cs525-0612,200,160.878,12.598,,sp26-cs525-0612.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000019,610001,p2c_pewma,sp26-cs525-0619,200,109.407,9.696,,sp26-cs525-0619.cs.illinois.edu,0.0,0.000,p2c_pewma
0.0,resnet_p2c_c64_0000020,610161,p2c_pewma,sp26-cs525-0612,200,296.546,10.864,,sp26-cs525-0612.cs.illinois.edu,0.0,0.000,p2c_pewma
