timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,
1775210400.0,gs32_00000,1184972,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,443.743,7.609,
1775210400.0,gs32_00001,1184972,gateway_smart,sp26-cs525-0606.cs.illinois.edu,200,520.341,8.65,
1775210400.0,gs32_00002,1184972,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,476.198,8.688,
1775210400.0,gs32_00003,1184972,gateway_smart,sp26-cs525-0608.cs.illinois.edu,200,578.275,4.11,
1775210400.0,gs32_00004,1184972,gateway_smart,sp26-cs525-0609.cs.illinois.edu,200,495.345,3.648,
1775210400.0,gs32_00005,1184972,gateway_smart,sp26-cs525-0612.cs.illinois.edu,200,946.185,5.491,
1775210400.0,gs32_00006,1184972,gateway_smart,sp26-cs525-0613.cs.illinois.edu,200,688.146,3.998,
1775210400.0,gs32_00007,1184972,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,420.317,7.267,
1775210400.0,gs32_00008,1184972,gateway_smart,sp26-cs525-0615.cs.illinois.edu,200,341.92,2.887,
1775210400.0,gs32_00009,1184972,gateway_smart,sp26-cs525-0617.cs.illinois.edu,200,575.745,5.212,
1775210400.0,gs32_00010,1184972,gateway_smart,sp26-cs525-0618.cs.illinois.edu,200,1465.223,9.364,
1775210400.0,gs32_00011,1184972,gateway_smart,sp26-cs525-0619.cs.illinois.edu,200,143.06,8.84,
1775210400.0,gs32_00012,1184972,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,920.983,3.174,
1775210400.0,gs32_00013,1184972,gateway_smart,sp26-cs525-0606.cs.illinois.edu,200,657.48,3.405,
1775210400.0,gs32_00014,1184972,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,620.525,3.101,
1775210400.0,gs32_00015,1184972,gateway_smart,sp26-cs525-0608.cs.illinois.edu,200,663.986,4.834,
1775210400.0,gs32_00016,1184972,gateway_smart,sp26-cs525-0609.cs.illinois.edu,200,375.98,4.155,
