timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,
1775219400.0,gw64_00000,1184972,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,1280.744,210.238,
1775219400.0,gw64_00001,1184972,gateway_strawman,sp26-cs525-0606.cs.illinois.edu,200,2230.597,105.116,
1775219400.0,gw64_00002,1184972,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,200,996.383,103.147,
1775219400.0,gw64_00003,1184972,gateway_strawman,sp26-cs525-0608.cs.illinois.edu,200,1346.631,75.455,
1775219400.0,gw64_00004,1184972,gateway_strawman,sp26-cs525-0609.cs.illinois.edu,200,1517.419,81.76,
1775219400.0,gw64_00005,1184972,gateway_strawman,sp26-cs525-0612.cs.illinois.edu,200,1186.091,77.019,
1775219400.0,gw64_00006,1184972,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,872.427,93.072,
1775219400.0,gw64_00007,1184972,gateway_strawman,sp26-cs525-0614.cs.illinois.edu,200,2255.299,78.344,
1775219400.0,gw64_00008,1184972,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,1088.576,164.408,
1775219400.0,gw64_00009,1184972,gateway_strawman,sp26-cs525-0617.cs.illinois.edu,200,1356.576,237.188,
1775219400.0,gw64_00010,1184972,gateway_strawman,sp26-cs525-0618.cs.illinois.edu,200,2149.271,125.799,
1775219400.0,gw64_00011,1184972,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,1310.713,121.208,
1775219400.0,gw64_00012,1184972,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,1800.187,95.759,
1775219400.0,gw64_00013,1184972,gateway_strawman,sp26-cs525-0606.cs.illinois.edu,200,503.422,53.51,
1775219400.0,gw64_00014,1184972,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,503,1746.343,73.853,
1775219400.0,gw64_00015,1184972,gateway_strawman,sp26-cs525-0608.cs.illinois.edu,200,2169.565,100.646,
