timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,
1775217600.0,gs64_00000,1184972,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,1452.616,14.578,
1775217600.0,gs64_00001,1184972,gateway_smart,sp26-cs525-0606.cs.illinois.edu,200,725.943,27.161,
1775217600.0,gs64_00002,1184972,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,612.926,11.828,
1775217600.0,gs64_00003,1184972,gateway_smart,sp26-cs525-0608.cs.illinois.edu,200,681.739,10.784,
1775217600.0,gs64_00004,1184972,gateway_smart,sp26-cs525-0609.cs.illinois.edu,200,2295.377,3.359,
1775217600.0,gs64_00005,1184972,gateway_smart,sp26-cs525-0612.cs.illinois.edu,200,836.929,7.468,
1775217600.0,gs64_00006,1184972,gateway_smart,sp26-cs525-0613.cs.illinois.edu,200,236.395,15.048,
1775217600.0,gs64_00007,1184972,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,605.263,8.601,
1775217600.0,gs64_00008,1184972,gateway_smart,sp26-cs525-0615.cs.illinois.edu,200,1244.055,13.968,
1775217600.0,gs64_00009,1184972,gateway_smart,sp26-cs525-0617.cs.illinois.edu,200,1313.199,9.814,
1775217600.0,gs64_00010,1184972,gateway_smart,sp26-cs525-0618.cs.illinois.edu,200,985.811,11.712,
1775217600.0,gs64_00011,1184972,gateway_smart,sp26-cs525-0619.cs.illinois.edu,200,509.001,25.802,
1775217600.0,gs64_00012,1184972,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,1368.799,9.363,
1775217600.0,gs64_00013,1184972,gateway_smart,sp26-cs525-0606.cs.illinois.edu,200,1316.838,16.858,
1775217600.0,gs64_00014,1184972,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,1315.508,20.858,
1775217600.0,gs64_00015,1184972,gateway_smart,sp26-cs525-0608.cs.illinois.edu,200,1340.39,9.773,
1775217600.0,gs64_00016,1184972,gateway_smart,sp26-cs525-0609.cs.illinois.edu,200,578.996,13.851,
1775217600.0,gs64_00017,1184972,gateway_smart,sp26-cs525-0612.cs.illinois.edu,200,906.483,10.721,
1775217600.0,gs64_00018,1184972,gateway_smart,sp26-cs525-0613.cs.illinois.edu,200,1311.857,17.431,
1775217600.0,gs64_00019,1184972,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,905.434,15.156,
1775217600.0,gs64_00020,1184972,gateway_smart,sp26-cs525-0615.cs.illinois.edu,200,607.154,24.923,
1775217600.0,gs64_00021,1184972,gateway_smart,sp26-cs525-0617.cs.illinois.edu,200,1610.657,16.753,
1775217600.0,gs64_00022,1184972,gateway_smart,sp26-cs525-0618.cs.illinois.edu,200,1721.84,18.35,
1775217600.0,gs64_00023,1184972,gateway_smart,sp26-cs525-0619.cs.illinois.edu,200,614.875,6.848,
1775217600.0,gs64_00024,1184972,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,1219.587,25.191,
1775217600.0,gs64_00025,1184972,gateway_smart,sp26-cs525-0606.cs.illinois.edu,200,994.007,45.705,
1775217600.0,gs64_00026,1184972,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,1103.823,10.332,
1775217600.0,gs64_00027,1184972,gateway_smart,sp26-cs525-0608.cs.illinois.edu,200,1417.258,8.636,
1775217600.0,gs64_00028,1184972,gateway_smart,sp26-cs525-0609.cs.illinois.edu,200,700.234,7.092,
1775217600.0,gs64_00029,1184972,gateway_smart,sp26-cs525-0612.cs.illinois.edu,200,1042.768,12.559,
1775217600.0,gs64_00030,1184972,gateway_smart,sp26-cs525-0613.cs.illinois.edu,504,1161.565,6.135,
1775217600.0,gs64_00031,1184972,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,1107.877,14.237,
1775217600.0,gs64_00032,1184972,gateway_smart,sp26-cs525-0615.cs.illinois.edu,200,1172.568,12.493,
1775217600.0,gs64_00033,1184972,gateway_smart,sp26-cs525-0617.cs.illinois.edu,200,350.021,7.694,
1775217600.0,gs64_00034,1184972,gateway_smart,sp26-cs525-0618.cs.illinois.edu,503,1582.278,10.902,
1775217600.0,gs64_00035,1184972,gateway_smart,sp26-cs525-0619.cs.illinois.edu,200,2800.455,15.599,
1775217600.0,gs64_00036,1184972,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,549.684,10.828,
1775217600.0,gs64_00037,1184972,gateway_smart,sp26-cs525-0606.cs.illinois.edu,200,706.718,24.702,
1775217600.0,gs64_00038,1184972,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,406.91,20.045,
1775217600.0,gs64_00039,1184972,gateway_smart,sp26-cs525-0608.cs.illinois.edu,200,502.418,13.218,
1775217600.0,gs64_00040,1184972,gateway_smart,sp26-cs525-0609.cs.illinois.edu,200,893.864,9.529,
1775217600.0,gs64_00041,1184972,gateway_smart,sp26-cs525-0612.cs.illinois.edu,503,1175.694,11.298,
1775217600.0,gs64_00042,1184972,gateway_smart,sp26-cs525-0613.cs.illinois.edu,200,1049.56,17.116,
1775217600.0,gs64_00043,1184972,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,808.369,9.974,
1775217600.0,gs64_00044,1184972,gateway_smart,sp26-cs525-0615.cs.illinois.edu,200,1013.888,10.789,
1775217600.0,gs64_00045,1184972,gateway_smart,sp26-cs525-0617.cs.illinois.edu,200,810.532,10.428,
1775217600.0,gs64_00046,1184972,gateway_smart,sp26-cs525-0618.cs.illinois.edu,200,1463.693,19.526,
1775217600.0,gs64_00047,1184972,gateway_smart,sp26-cs525-0619.cs.illinois.edu,200,765.475,17.423,
1775217600.0,gs64_00048,1184972,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,454.662,12.558,
1775217600.0,gs64_00049,1184972,gateway_smart,sp26-cs525-0606.cs.illinois.edu,200,728.085,13.533,
1775217600.0,gs64_00050,1184972,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,433.045,7.569,
1775217600.0,gs64_00051,1184972,gateway_smart,sp26-cs525-0608.cs.illinois.edu,200,1090.926,10.147,
1775217600.0,gs64_00052,1184972,gateway_smart,sp26-cs525-0609.cs.illinois.edu,200,293.627,20.056,
1775217600.0,gs64_00053,1184972,gateway_smart,sp26-cs525-0612.cs.illinois.edu,200,655.611,7.826,
1775217600.0,gs64_00054,1184972,gateway_smart,sp26-cs525-0613.cs.illinois.edu,200,1334.88,5.176,
1775217600.0,gs64_00055,1184972,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,1209.544,9.527,
1775217600.0,gs64_00056,1184972,gateway_smart,sp26-cs525-0615.cs.illinois.edu,200,1179.621,18.498,
1775217600.0,gs64_00057,1184972,gateway_smart,sp26-cs525-0617.cs.illinois.edu,200,897.775,9.904,
