Timestamp_ISO,Latency_ms,Status
2026-03-30T19:22:34.907+00:00,283.87,200
2026-03-30T19:22:34.918+00:00,273.26,200
2026-03-30T19:22:34.908+00:00,322.66,200
2026-03-30T19:22:34.904+00:00,341.99,200
2026-03-30T19:22:34.909+00:00,589.67,200
2026-03-30T19:22:34.924+00:00,589.88,200
2026-03-30T19:22:34.915+00:00,625.96,200
2026-03-30T19:22:34.924+00:00,631.66,200
2026-03-30T19:22:35.202+00:00,541.02,200
2026-03-30T19:22:35.256+00:00,509.09,200
2026-03-30T19:22:35.201+00:00,599.23,200
2026-03-30T19:22:35.241+00:00,609.09,200
2026-03-30T19:22:35.524+00:00,506.70,200
2026-03-30T19:22:35.566+00:00,498.37,200
2026-03-30T19:22:35.551+00:00,556.28,200
2026-03-30T19:22:35.509+00:00,600.03,200
2026-03-30T19:22:35.776+00:00,534.90,200
2026-03-30T19:22:35.860+00:00,481.68,200
2026-03-30T19:22:35.753+00:00,630.49,200
2026-03-30T19:22:35.810+00:00,666.16,200
2026-03-30T19:22:36.040+00:00,567.60,200
2026-03-30T19:22:36.074+00:00,553.39,200
2026-03-30T19:22:36.119+00:00,515.52,200
2026-03-30T19:22:36.117+00:00,604.50,200
2026-03-30T19:22:36.321+00:00,512.97,200
2026-03-30T19:22:36.352+00:00,517.17,200
2026-03-30T19:22:36.486+00:00,387.81,200
2026-03-30T19:22:36.393+00:00,566.73,200
2026-03-30T19:22:36.618+00:00,490.15,200
2026-03-30T19:22:36.638+00:00,532.97,200
2026-03-30T19:22:36.732+00:00,439.80,200
2026-03-30T19:22:36.644+00:00,601.60,200
2026-03-30T19:22:36.844+00:00,529.98,200
2026-03-30T19:22:36.970+00:00,431.63,200
2026-03-30T19:22:36.879+00:00,530.69,200
2026-03-30T19:22:36.884+00:00,640.50,200
2026-03-30T19:22:37.119+00:00,529.64,200
2026-03-30T19:22:37.181+00:00,480.24,200
2026-03-30T19:22:37.256+00:00,453.28,200
2026-03-30T19:22:37.182+00:00,617.08,200
2026-03-30T19:22:37.384+00:00,557.89,200
2026-03-30T19:22:37.412+00:00,536.36,200
2026-03-30T19:22:37.535+00:00,465.49,200
2026-03-30T19:22:37.420+00:00,645.96,200
2026-03-30T19:22:37.658+00:00,571.61,200
2026-03-30T19:22:37.671+00:00,607.98,200
2026-03-30T19:22:37.809+00:00,514.56,200
2026-03-30T19:22:37.719+00:00,655.78,200
2026-03-30T19:22:37.952+00:00,543.35,200
2026-03-30T19:22:37.959+00:00,601.46,200
2026-03-30T19:22:38.011+00:00,591.56,200
2026-03-30T19:22:38.076+00:00,528.35,200
2026-03-30T19:22:38.240+00:00,526.90,200
2026-03-30T19:22:38.290+00:00,566.47,200
2026-03-30T19:22:38.334+00:00,534.55,200
2026-03-30T19:22:38.385+00:00,525.52,200
2026-03-30T19:22:38.505+00:00,517.49,200
2026-03-30T19:22:38.612+00:00,480.90,200
2026-03-30T19:22:38.570+00:00,575.03,200
2026-03-30T19:22:38.615+00:00,536.82,200
2026-03-30T19:22:38.777+00:00,535.56,200
2026-03-30T19:22:38.878+00:00,519.32,200
2026-03-30T19:22:38.921+00:00,529.30,200
2026-03-30T19:22:38.866+00:00,584.34,200
2026-03-30T19:22:39.033+00:00,597.11,200
2026-03-30T19:22:39.103+00:00,574.00,200
2026-03-30T19:22:39.162+00:00,564.28,200
2026-03-30T19:22:39.155+00:00,614.64,200
2026-03-30T19:22:39.323+00:00,555.92,200
2026-03-30T19:22:39.408+00:00,530.87,200
2026-03-30T19:22:39.461+00:00,524.67,200
2026-03-30T19:22:39.460+00:00,526.17,200
2026-03-30T19:22:39.640+00:00,511.80,200
2026-03-30T19:22:39.688+00:00,531.84,200
2026-03-30T19:22:39.780+00:00,449.21,200
2026-03-30T19:22:39.736+00:00,539.97,200
2026-03-30T19:22:39.889+00:00,553.06,200
2026-03-30T19:22:39.949+00:00,526.70,200
2026-03-30T19:22:39.997+00:00,479.15,200
2026-03-30T19:22:39.996+00:00,549.37,200
2026-03-30T19:22:40.162+00:00,545.17,200
2026-03-30T19:22:40.230+00:00,492.97,200
2026-03-30T19:22:40.286+00:00,470.41,200
2026-03-30T19:22:40.239+00:00,570.78,200
2026-03-30T19:22:40.486+00:00,523.98,200
2026-03-30T19:22:40.555+00:00,462.68,200
2026-03-30T19:22:40.452+00:00,613.30,200
2026-03-30T19:22:40.486+00:00,634.84,200
2026-03-30T19:22:40.820+00:00,445.46,200
2026-03-30T19:22:40.733+00:00,542.92,200
2026-03-30T19:22:40.718+00:00,558.81,200
2026-03-30T19:22:40.767+00:00,593.17,200
2026-03-30T19:22:41.028+00:00,519.36,200
2026-03-30T19:22:41.020+00:00,534.89,200
2026-03-30T19:22:41.131+00:00,430.06,200
2026-03-30T19:22:41.076+00:00,595.46,200
2026-03-30T19:22:41.286+00:00,520.59,200
2026-03-30T19:22:41.370+00:00,472.13,200
2026-03-30T19:22:41.276+00:00,584.27,200
2026-03-30T19:22:41.287+00:00,659.65,200
2026-03-30T19:22:41.565+00:00,491.52,200
2026-03-30T19:22:41.681+00:00,400.76,200
2026-03-30T19:22:41.571+00:00,516.22,200
2026-03-30T19:22:41.557+00:00,613.04,200
2026-03-30T19:22:41.816+00:00,520.09,200
2026-03-30T19:22:41.957+00:00,386.53,200
2026-03-30T19:22:41.853+00:00,541.63,200
2026-03-30T19:22:41.870+00:00,576.57,200
2026-03-30T19:22:42.067+00:00,521.00,200
2026-03-30T19:22:42.097+00:00,552.37,200
2026-03-30T19:22:42.092+00:00,606.11,200
2026-03-30T19:22:42.181+00:00,518.07,200
2026-03-30T19:22:42.347+00:00,489.25,200
2026-03-30T19:22:42.404+00:00,507.20,200
2026-03-30T19:22:42.457+00:00,503.81,200
2026-03-30T19:22:42.353+00:00,615.90,200
2026-03-30T19:22:42.598+00:00,529.46,200
2026-03-30T19:22:42.709+00:00,487.02,200
2026-03-30T19:22:42.660+00:00,586.47,200
2026-03-30T19:22:42.708+00:00,538.35,200
2026-03-30T19:22:42.846+00:00,541.69,200
2026-03-30T19:22:42.971+00:00,476.11,200
2026-03-30T19:22:42.922+00:00,577.05,200
2026-03-30T19:22:42.979+00:00,556.58,200
2026-03-30T19:22:43.138+00:00,524.03,200
2026-03-30T19:22:43.256+00:00,463.91,200
2026-03-30T19:22:43.206+00:00,582.16,200
2026-03-30T19:22:43.257+00:00,571.30,200
2026-03-30T19:22:43.509+00:00,451.52,200
2026-03-30T19:22:43.398+00:00,563.69,200
2026-03-30T19:22:43.457+00:00,569.62,200
2026-03-30T19:22:43.546+00:00,507.38,200
2026-03-30T19:22:43.672+00:00,518.12,200
2026-03-30T19:22:43.799+00:00,438.61,200
2026-03-30T19:22:43.730+00:00,576.23,200
2026-03-30T19:22:43.839+00:00,482.99,200
2026-03-30T19:22:44.037+00:00,445.78,200
2026-03-30T19:22:43.971+00:00,561.11,200
2026-03-30T19:22:43.972+00:00,612.84,200
2026-03-30T19:22:44.064+00:00,543.56,200
2026-03-30T19:22:44.200+00:00,564.29,200
2026-03-30T19:22:44.317+00:00,503.43,200
2026-03-30T19:22:44.247+00:00,617.23,200
2026-03-30T19:22:44.332+00:00,552.93,200
2026-03-30T19:22:44.493+00:00,512.42,200
2026-03-30T19:22:44.595+00:00,462.26,200
2026-03-30T19:22:44.542+00:00,592.48,200
2026-03-30T19:22:44.617+00:00,567.85,200
2026-03-30T19:22:44.775+00:00,569.56,200
2026-03-30T19:22:44.875+00:00,478.10,200
2026-03-30T19:22:44.830+00:00,571.23,200
2026-03-30T19:22:44.895+00:00,526.12,200
2026-03-30T19:22:45.016+00:00,558.28,200
2026-03-30T19:22:45.145+00:00,436.21,200
2026-03-30T19:22:45.067+00:00,576.61,200
2026-03-30T19:22:45.195+00:00,470.95,200
2026-03-30T19:22:45.354+00:00,461.64,200
2026-03-30T19:22:45.412+00:00,450.42,200
