timestamp,latency_ms,status
1775260223.06519,-1,500
1775260223.0652585,-1,500
1775260223.0653095,-1,500
1775260223.0653524,-1,500
1775260223.0653942,-1,500
1775260223.0654335,-1,500
1775260223.0654716,-1,500
1775260223.0655088,-1,500
1775260223.0655463,-1,500
1775260223.0655847,-1,500
1775260223.0656235,-1,500
1775260223.0656624,-1,500
1775260223.0657003,-1,500
1775260223.0657377,-1,500
1775260223.0657759,-1,500
1775260223.0658133,-1,500
1775260223.065851,-1,500
1775260223.065888,-1,500
1775260223.0659263,-1,500
1775260223.065964,-1,500
1775260223.0660007,-1,500
1775260223.0660374,-1,500
1775260223.0660756,-1,500
1775260223.0661123,-1,500
1775260223.0661528,-1,500
1775260223.0662022,-1,500
1775260223.0662396,-1,500
1775260223.0662766,-1,500
1775260223.0663137,-1,500
1775260223.0663512,-1,500
1775260223.0663888,-1,500
1775260223.066425,-1,500
1775260223.0664625,-1,500
1775260223.0665002,-1,500
1775260223.0665374,-1,500
1775260223.066574,-1,500
1775260223.0666113,-1,500
1775260223.0666494,-1,500
1775260223.0666864,-1,500
1775260223.0667245,-1,500
1775260223.0667617,-1,500
1775260223.0668082,-1,500
1775260223.0668461,-1,500
1775260223.066884,-1,500
1775260223.0669212,-1,500
1775260223.0669594,-1,500
1775260223.0669959,-1,500
1775260223.0670323,-1,500
1775260223.067068,-1,500
1775260223.0671048,-1,500
1775260223.0671408,-1,500
1775260223.067192,-1,500
1775260223.0672302,-1,500
1775260223.0672667,-1,500
1775260223.0673037,-1,500
1775260223.0673401,-1,500
1775260223.0673766,-1,500
1775260223.0674133,-1,500
1775260223.0674505,-1,500
1775260223.0674877,-1,500
1775260223.0675247,-1,500
1775260223.0675619,-1,500
1775260223.0676007,-1,500
1775260223.06775,-1,500
1775260225.365465,-1,500
1775260225.365531,-1,500
1775260225.36558,-1,500
1775260225.3656223,-1,500
1775260225.365664,-1,500
1775260225.365705,-1,500
1775260225.365745,-1,500
1775260225.3657835,-1,500
1775260225.3658228,-1,500
1775260225.3658624,-1,500
1775260225.3659015,-1,500
1775260225.3659399,-1,500
1775260225.3659792,-1,500
1775260225.3660169,-1,500
1775260225.3660553,-1,500
1775260225.3660939,-1,500
1775260225.366143,-1,500
1775260225.3662055,-1,500
1775260225.3662448,-1,500
1775260225.3662827,-1,500
1775260225.366321,-1,500
1775260225.366359,-1,500
1775260225.366398,-1,500
1775260225.3664346,-1,500
1775260225.3664725,-1,500
1775260225.366509,-1,500
1775260225.3665466,-1,500
