timestamp,latency_ms,status
1775256513.0828536,-1,500
1775256513.082924,-1,500
1775256513.0829713,-1,500
1775256513.0830147,-1,500
1775256513.083056,-1,500
1775256513.0830953,-1,500
1775256513.0831335,-1,500
1775256513.0832763,-1,500
1775256513.0833304,-1,500
1775256513.0833702,-1,500
1775256513.0834208,-1,500
1775256513.0834603,-1,500
1775256513.083499,-1,500
1775256513.0835369,-1,500
1775256513.0835748,-1,500
1775256513.0836115,-1,500
1775256513.0836494,-1,500
1775256513.083687,-1,500
1775256513.0837245,-1,500
1775256513.083762,-1,500
1775256513.0837991,-1,500
1775256513.0838366,-1,500
1775256513.0838745,-1,500
1775256513.083912,-1,500
1775256513.0839493,-1,500
1775256513.0839868,-1,500
1775256513.0840237,-1,500
1775256513.08406,-1,500
1775256513.084097,-1,500
1775256513.0841334,-1,500
1775256513.084181,-1,500
1775256513.084218,-1,500
1775256513.0842555,-1,500
1775256513.0847106,-1,500
1775256513.084775,-1,500
1775256513.0848188,-1,500
1775256513.0848591,-1,500
1775256513.0848985,-1,500
1775256513.0849376,-1,500
1775256513.084976,-1,500
1775256513.0850139,-1,500
1775256513.085051,-1,500
1775256513.0850883,-1,500
1775256513.0851252,-1,500
1775256513.0851738,-1,500
1775256513.0852125,-1,500
1775256513.0853553,-1,500
1775256513.0853946,-1,500
1775256514.8168433,-1,500
1775256514.8169131,-1,500
1775256514.816967,-1,500
1775256514.8170145,-1,500
1775256514.8170593,-1,500
1775256514.8171043,-1,500
1775256514.8171477,-1,500
1775256514.8172233,-1,500
1775256514.8172688,-1,500
1775256514.8173141,-1,500
1775256514.8173568,-1,500
1775256514.817402,-1,500
1775256514.8174436,-1,500
1775256514.8174932,-1,500
1775256514.817549,-1,500
1775256514.8175933,-1,500
1775256514.8176363,-1,500
1775256514.8176794,-1,500
1775256514.8177216,-1,500
1775256514.8177636,-1,500
1775256514.8178053,-1,500
1775256514.817848,-1,500
1775256514.8178904,-1,500
1775256514.8179314,-1,500
1775256514.817973,-1,500
1775256514.8180146,-1,500
1775256514.8180554,-1,500
1775256514.8180976,-1,500
1775256514.8181403,-1,500
1775256514.8181953,-1,500
1775256514.8182387,-1,500
1775256514.8182817,-1,500
1775256514.8183227,-1,500
1775256514.8183649,-1,500
1775256514.8184056,-1,500
1775256514.8184464,-1,500
1775256514.8184896,-1,500
1775256514.8185298,-1,500
1775256514.8185709,-1,500
1775256514.8186119,-1,500
1775256514.8186524,-1,500
1775256514.8186917,-1,500
1775256514.818734,-1,500
1775256514.818774,-1,500
1775256514.8188155,-1,500
1775256514.8188539,-1,500
1775256514.8188927,-1,500
1775256514.8191104,-1,500
1775256516.5346718,-1,500
1775256516.534741,-1,500
1775256516.534793,-1,500
1775256516.53484,-1,500
1775256516.5348833,-1,500
1775256516.5349302,-1,500
1775256516.5349736,-1,500
1775256516.5350163,-1,500
1775256516.5350597,-1,500
1775256516.5351026,-1,500
1775256516.535144,-1,500
1775256516.5352137,-1,500
1775256516.5352616,-1,500
1775256516.535305,-1,500
1775256516.5353484,-1,500
1775256516.535392,-1,500
1775256516.535434,-1,500
1775256516.5354784,-1,500
1775256516.5355203,-1,500
1775256516.535563,-1,500
1775256516.535605,-1,500
1775256516.535647,-1,500
1775256516.535689,-1,500
1775256516.5357313,-1,500
1775256516.5357738,-1,500
1775256516.5358162,-1,500
1775256516.5358574,-1,500
1775256516.5359018,-1,500
1775256516.535944,-1,500
1775256516.5359888,-1,500
1775256516.5360336,-1,500
1775256516.5360796,-1,500
1775256516.536126,-1,500
1775256516.536181,-1,500
1775256516.5362265,-1,500
1775256516.5362709,-1,500
1775256516.5363142,-1,500
1775256516.5363576,-1,500
1775256516.5364006,-1,500
1775256516.536443,-1,500
1775256516.5364842,-1,500
1775256516.536525,-1,500
1775256516.536563,-1,500
1775256516.5366037,-1,500
1775256516.5366428,-1,500
1775256516.5366821,-1,500
1775256516.5367203,-1,500
1775256516.5369003,-1,500
1775256518.2481372,-1,500
1775256518.2482367,-1,500
1775256518.2482932,-1,500
1775256518.2483423,-1,500
1775256518.2483912,-1,500
1775256518.2484362,-1,500
1775256518.248481,-1,500
1775256518.248526,-1,500
1775256518.2485714,-1,500
1775256518.248615,-1,500
1775256518.248659,-1,500
1775256518.248703,-1,500
1775256518.2487466,-1,500
1775256518.2487903,-1,500
1775256518.2488332,-1,500
1775256518.2488744,-1,500
1775256518.248918,-1,500
1775256518.2489622,-1,500
1775256518.2490053,-1,500
1775256518.249048,-1,500
1775256518.249091,-1,500
1775256518.2491338,-1,500
1775256518.2491894,-1,500
1775256518.2492342,-1,500
1775256518.2492766,-1,500
1775256518.2493184,-1,500
1775256518.24936,-1,500
1775256518.2494018,-1,500
1775256518.249445,-1,500
1775256518.2494874,-1,500
1775256518.2495291,-1,500
1775256518.2495713,-1,500
1775256518.2496138,-1,500
1775256518.249657,-1,500
1775256518.2496977,-1,500
1775256518.2497392,-1,500
1775256518.2497823,-1,500
1775256518.2498238,-1,500
1775256518.249865,-1,500
1775256518.249906,-1,500
1775256518.2499483,-1,500
1775256518.249991,-1,500
1775256518.250032,-1,500
1775256518.2500722,-1,500
1775256518.2501137,-1,500
1775256518.2501543,-1,500
1775256518.250207,-1,500
1775256518.2504241,-1,500
1775256519.9738503,-1,500
1775256519.97392,-1,500
1775256519.9739723,-1,500
1775256519.9740207,-1,500
1775256519.974067,-1,500
1775256519.9741113,-1,500
1775256519.974178,-1,500
1775256519.9742286,-1,500
1775256519.9742746,-1,500
1775256519.9743185,-1,500
1775256519.9743624,-1,500
1775256519.9744046,-1,500
1775256519.9744473,-1,500
1775256519.9744904,-1,500
1775256519.974535,-1,500
1775256519.974579,-1,500
1775256519.9746206,-1,500
1775256519.974664,-1,500
1775256519.9747064,-1,500
1775256519.974749,-1,500
1775256519.974792,-1,500
1775256519.9748335,-1,500
1775256519.974876,-1,500
1775256519.97492,-1,500
1775256519.9749618,-1,500
1775256519.9750044,-1,500
1775256519.9750476,-1,500
1775256519.9750903,-1,500
1775256519.975131,-1,500
1775256519.9751854,-1,500
1775256519.9752316,-1,500
1775256519.9752765,-1,500
1775256519.9753194,-1,500
1775256519.975362,-1,500
1775256519.9754062,-1,500
1775256519.9754493,-1,500
1775256519.975492,-1,500
1775256519.9755359,-1,500
1775256519.9755795,-1,500
1775256519.9756205,-1,500
1775256519.9756615,-1,500
1775256519.9757032,-1,500
1775256519.9757433,-1,500
1775256519.9757833,-1,500
1775256519.9758232,-1,500
1775256519.9758627,-1,500
1775256519.9759023,-1,500
1775256519.9761047,-1,500
1775256521.6911304,-1,500
1775256521.6912336,-1,500
1775256521.6912897,-1,500
1775256521.6913393,-1,500
1775256521.6913848,-1,500
1775256521.6914334,-1,500
1775256521.69148,-1,500
1775256521.691525,-1,500
1775256521.6915696,-1,500
1775256521.6916132,-1,500
1775256521.6916559,-1,500
1775256521.6916997,-1,500
1775256521.6917431,-1,500
1775256521.6917865,-1,500
1775256521.6918302,-1,500
1775256521.6918733,-1,500
1775256521.691917,-1,500
1775256521.6919603,-1,500
1775256521.692002,-1,500
1775256521.692045,-1,500
1775256521.6920886,-1,500
1775256521.692133,-1,500
1775256521.6921875,-1,500
1775256521.6922307,-1,500
1775256521.6922734,-1,500
1775256521.6923156,-1,500
1775256521.6923583,-1,500
1775256521.6924005,-1,500
1775256521.6924443,-1,500
1775256521.692486,-1,500
1775256521.6925285,-1,500
1775256521.6925702,-1,500
1775256521.6926131,-1,500
1775256521.6926558,-1,500
1775256521.6926994,-1,500
1775256521.6927419,-1,500
1775256521.6927829,-1,500
1775256521.692824,-1,500
1775256521.6928675,-1,500
1775256521.692908,-1,500
1775256521.692947,-1,500
1775256521.6929877,-1,500
1775256521.693026,-1,500
1775256521.693064,-1,500
1775256521.6931033,-1,500
1775256521.693143,-1,500
1775256521.693194,-1,500
1775256521.6932335,-1,500
1775256523.4205337,-1,500
1775256523.4206266,-1,500
1775256523.420679,-1,500
1775256523.420726,-1,500
1775256523.4207711,-1,500
1775256523.4208148,-1,500
1775256523.4209523,-1,500
1775256523.4210067,-1,500
1775256523.4210503,-1,500
1775256523.4210947,-1,500
1775256523.4211369,-1,500
1775256523.4211996,-1,500
1775256523.4212463,-1,500
1775256523.421289,-1,500
1775256523.4213345,-1,500
1775256523.4213784,-1,500
1775256523.421421,-1,500
1775256523.4214642,-1,500
1775256523.421614,-1,500
1775256523.4216602,-1,500
1775256523.421704,-1,500
1775256523.4217472,-1,500
1775256523.421792,-1,500
1775256523.4218364,-1,500
1775256523.4218793,-1,500
1775256523.4219224,-1,500
1775256523.4219654,-1,500
1775256523.4220073,-1,500
1775256523.4220498,-1,500
1775256523.4220953,-1,500
1775256523.42214,-1,500
1775256523.4221992,-1,500
1775256523.4222574,-1,500
1775256523.4223034,-1,500
1775256523.4223478,-1,500
1775256523.4223943,-1,500
1775256523.422437,-1,500
1775256523.4224803,-1,500
1775256523.4238238,-1,500
1775256523.4238834,-1,500
1775256523.423931,-1,500
1775256523.423973,-1,500
1775256523.4240158,-1,500
1775256523.424057,-1,500
1775256523.4240978,-1,500
1775256523.4241369,-1,500
1775256523.4242654,-1,500
1775256523.424309,-1,500
1775256525.1490755,-1,500
1775256525.14918,-1,500
1775256525.149252,-1,500
1775256525.1493032,-1,500
1775256525.1493604,-1,500
1775256525.149426,-1,500
1775256525.1494863,-1,500
1775256525.1495392,-1,500
1775256525.1495943,-1,500
1775256525.1496422,-1,500
1775256525.149693,-1,500
1775256525.1497433,-1,500
1775256525.1497972,-1,500
1775256525.1498542,-1,500
1775256525.1499012,-1,500
1775256525.1499515,-1,500
1775256525.150001,-1,500
1775256525.1500554,-1,500
1775256525.1501038,-1,500
1775256525.150152,-1,500
1775256525.1502216,-1,500
1775256525.150269,-1,500
1775256525.1503205,-1,500
1775256525.1503704,-1,500
1775256525.1504343,-1,500
1775256525.1504908,-1,500
1775256525.1505423,-1,500
1775256525.1505964,-1,500
1775256525.150642,-1,500
1775256525.1506925,-1,500
1775256525.1507356,-1,500
1775256525.1507864,-1,500
1775256525.1508331,-1,500
1775256525.150881,-1,500
1775256525.150934,-1,500
1775256525.1509802,-1,500
1775256525.1510284,-1,500
1775256525.1510825,-1,500
1775256525.151126,-1,500
1775256525.1511855,-1,500
1775256525.151237,-1,500
1775256525.151281,-1,500
1775256525.1513321,-1,500
1775256525.1513758,-1,500
1775256525.1514175,-1,500
1775256525.1514583,-1,500
1775256525.1514997,-1,500
1775256525.151539,-1,500
1775256526.9057531,-1,500
1775256526.9058204,-1,500
1775256526.9058685,-1,500
1775256526.905912,-1,500
1775256526.9059544,-1,500
1775256526.9059994,-1,500
1775256526.9060411,-1,500
1775256526.9060824,-1,500
1775256526.9061341,-1,500
1775256526.9062016,-1,500
1775256526.906243,-1,500
1775256526.9062824,-1,500
1775256526.9063237,-1,500
1775256526.9063692,-1,500
1775256526.9064283,-1,500
1775256526.9064732,-1,500
1775256526.906514,-1,500
1775256526.9065533,-1,500
1775256526.9065926,-1,500
1775256526.9066317,-1,500
1775256526.9066703,-1,500
1775256526.906709,-1,500
1775256526.9067488,-1,500
1775256526.906788,-1,500
1775256526.9068267,-1,500
1775256526.9068675,-1,500
1775256526.9069066,-1,500
1775256526.906946,-1,500
1775256526.9069865,-1,500
1775256526.9070253,-1,500
1775256526.9070644,-1,500
1775256526.9071028,-1,500
1775256526.9071417,-1,500
1775256526.907194,-1,500
1775256526.9072332,-1,500
1775256526.9072728,-1,500
1775256526.9073122,-1,500
1775256526.9073527,-1,500
1775256526.907392,-1,500
1775256526.9074328,-1,500
1775256526.9074748,-1,500
1775256526.907514,-1,500
1775256526.907554,-1,500
1775256526.9075933,-1,500
1775256526.907634,-1,500
1775256526.9076743,-1,500
1775256526.9077156,-1,500
1775256526.9079165,-1,500
1775256528.6624286,-1,500
1775256528.6624997,-1,500
1775256528.662555,-1,500
1775256528.6626022,-1,500
1775256528.6626487,-1,500
1775256528.662694,-1,500
1775256528.6627371,-1,500
1775256528.6627808,-1,500
1775256528.6628249,-1,500
1775256528.6628702,-1,500
1775256528.6629148,-1,500
1775256528.6629593,-1,500
1775256528.6630013,-1,500
1775256528.6630447,-1,500
1775256528.6630886,-1,500
1775256528.6631317,-1,500
1775256528.6632009,-1,500
1775256528.6632473,-1,500
1775256528.6633162,-1,500
1775256528.6633677,-1,500
1775256528.6634114,-1,500
1775256528.663454,-1,500
1775256528.6634974,-1,500
1775256528.6635416,-1,500
1775256528.663584,-1,500
1775256528.6636279,-1,500
1775256528.663671,-1,500
1775256528.6637125,-1,500
1775256528.6637561,-1,500
1775256528.6637993,-1,500
1775256528.6638448,-1,500
1775256528.663888,-1,500
1775256528.6639295,-1,500
1775256528.6639714,-1,500
1775256528.664013,-1,500
1775256528.6640556,-1,500
1775256528.6640987,-1,500
1775256528.6641421,-1,500
1775256528.6641977,-1,500
1775256528.6642406,-1,500
1775256528.664282,-1,500
1775256528.664326,-1,500
1775256528.6643693,-1,500
1775256528.664413,-1,500
1775256528.664452,-1,500
1775256528.6644914,-1,500
1775256528.6645327,-1,500
1775256528.664747,-1,500
1775256530.388484,-1,500
1775256530.3885517,-1,500
1775256530.388603,-1,500
1775256530.388649,-1,500
1775256530.388693,-1,500
1775256530.388737,-1,500
1775256530.3887794,-1,500
1775256530.3888218,-1,500
1775256530.3888657,-1,500
1775256530.3889096,-1,500
1775256530.3889515,-1,500
1775256530.3889923,-1,500
1775256530.3890343,-1,500
1775256530.3890758,-1,500
1775256530.389119,-1,500
1775256530.3891907,-1,500
1775256530.3892386,-1,500
1775256530.3892813,-1,500
1775256530.3893232,-1,500
1775256530.3893654,-1,500
1775256530.3894067,-1,500
1775256530.3894494,-1,500
1775256530.3894923,-1,500
1775256530.3895342,-1,500
1775256530.3895772,-1,500
1775256530.3896189,-1,500
1775256530.3896635,-1,500
1775256530.3897054,-1,500
1775256530.3897483,-1,500
1775256530.3897908,-1,500
1775256530.3898315,-1,500
1775256530.3898723,-1,500
1775256530.3899138,-1,500
1775256530.389958,-1,500
1775256530.3900003,-1,500
1775256530.390041,-1,500
1775256530.3900824,-1,500
1775256530.3901222,-1,500
1775256530.3901732,-1,500
1775256530.3902164,-1,500
1775256530.3902576,-1,500
1775256530.390298,-1,500
1775256530.3903391,-1,500
1775256530.3903797,-1,500
1775256530.3904202,-1,500
1775256530.3904593,-1,500
1775256530.3904994,-1,500
1775256530.3906875,-1,500
1775256532.1126292,-1,500
1775256532.1127033,-1,500
1775256532.1127577,-1,500
1775256532.1128058,-1,500
1775256532.112855,-1,500
1775256532.1129029,-1,500
1775256532.1129484,-1,500
1775256532.1129937,-1,500
1775256532.113039,-1,500
1775256532.1130834,-1,500
1775256532.1131349,-1,500
1775256532.113204,-1,500
1775256532.1132612,-1,500
1775256532.1133065,-1,500
1775256532.11335,-1,500
1775256532.1133945,-1,500
1775256532.1134386,-1,500
1775256532.1134832,-1,500
1775256532.113527,-1,500
1775256532.1135716,-1,500
1775256532.1136162,-1,500
1775256532.1136591,-1,500
1775256532.113702,-1,500
1775256532.1137474,-1,500
1775256532.1137922,-1,500
1775256532.1138356,-1,500
1775256532.113879,-1,500
1775256532.1139245,-1,500
1775256532.1139681,-1,500
1775256532.114013,-1,500
1775256532.1140583,-1,500
1775256532.1141002,-1,500
1775256532.1141443,-1,500
1775256532.1141996,-1,500
1775256532.114244,-1,500
1775256532.1142867,-1,500
1775256532.1143315,-1,500
1775256532.114375,-1,500
1775256532.1144176,-1,500
1775256532.1144598,-1,500
1775256532.1145017,-1,500
1775256532.114543,-1,500
1775256532.114584,-1,500
1775256532.114625,-1,500
1775256532.114668,-1,500
1775256532.1147091,-1,500
1775256532.1147523,-1,500
1775256532.1149776,-1,500
1775256533.8219948,-1,500
1775256533.8220832,-1,500
1775256533.8221374,-1,500
1775256533.822206,-1,500
1775256533.8222542,-1,500
1775256533.8223,-1,500
1775256533.8223448,-1,500
1775256533.8223898,-1,500
1775256533.8224351,-1,500
1775256533.822479,-1,500
1775256533.8225229,-1,500
1775256533.822566,-1,500
1775256533.8226109,-1,500
1775256533.8226526,-1,500
1775256533.8226938,-1,500
1775256533.8227358,-1,500
1775256533.8227794,-1,500
1775256533.822822,-1,500
1775256533.8228629,-1,500
1775256533.822905,-1,500
1775256533.8229477,-1,500
1775256533.8229892,-1,500
1775256533.823031,-1,500
1775256533.8230736,-1,500
1775256533.8233814,-1,500
1775256533.8234506,-1,500
1775256533.8234973,-1,500
1775256533.823543,-1,500
1775256533.8235898,-1,500
1775256533.8236332,-1,500
1775256533.8236775,-1,500
1775256533.8237212,-1,500
1775256533.8237622,-1,500
1775256533.823805,-1,500
1775256533.823848,-1,500
1775256533.8238916,-1,500
1775256533.8263354,-1,500
1775256533.8264148,-1,500
1775256533.826466,-1,500
1775256533.8265104,-1,500
1775256533.8265533,-1,500
1775256533.8265946,-1,500
1775256533.8266344,-1,500
1775256533.8266747,-1,500
1775256533.8267136,-1,500
1775256533.826752,-1,500
1775256533.8268716,-1,500
1775256533.8269136,-1,500
1775256535.5399263,-1,500
1775256535.539996,-1,500
1775256535.540049,-1,500
1775256535.5400958,-1,500
1775256535.5401418,-1,500
1775256535.5402155,-1,500
1775256535.5402646,-1,500
1775256535.5403104,-1,500
1775256535.5403547,-1,500
1775256535.5403998,-1,500
1775256535.5404446,-1,500
1775256535.5404909,-1,500
1775256535.540536,-1,500
1775256535.5405798,-1,500
1775256535.5406232,-1,500
1775256535.5406666,-1,500
1775256535.5407097,-1,500
1775256535.5407526,-1,500
1775256535.540795,-1,500
1775256535.540838,-1,500
1775256535.5408814,-1,500
1775256535.5409255,-1,500
1775256535.540968,-1,500
1775256535.5410092,-1,500
1775256535.5410516,-1,500
1775256535.5410936,-1,500
1775256535.5411355,-1,500
1775256535.5411897,-1,500
1775256535.5412345,-1,500
1775256535.541278,-1,500
1775256535.5413313,-1,500
1775256535.5413747,-1,500
1775256535.5414178,-1,500
1775256535.54146,-1,500
1775256535.5415013,-1,500
1775256535.541544,-1,500
1775256535.541587,-1,500
1775256535.5416305,-1,500
1775256535.5416718,-1,500
1775256535.541713,-1,500
1775256535.541755,-1,500
1775256535.5417953,-1,500
1775256535.5418363,-1,500
1775256535.5418766,-1,500
1775256535.5419161,-1,500
1775256535.5419579,-1,500
1775256535.5419984,-1,500
1775256535.542213,-1,500
1775256537.2528012,-1,500
1775256537.2528713,-1,500
1775256537.2529228,-1,500
