timestamp,latency_ms,status
1775256211.0971863,-1,500
1775256211.0972562,-1,500
1775256211.097307,-1,500
1775256211.0973508,-1,500
1775256211.0973928,-1,500
1775256211.0974317,-1,500
1775256211.097472,-1,500
1775256211.0975108,-1,500
1775256211.097549,-1,500
1775256211.0975864,-1,500
1775256211.0976245,-1,500
1775256211.097661,-1,500
1775256211.0976992,-1,500
1775256211.0977361,-1,500
1775256211.097773,-1,500
1775256211.0978117,-1,500
1775256211.0978496,-1,500
1775256211.0978878,-1,500
1775256211.0979254,-1,500
1775256211.0979636,-1,500
1775256211.0980012,-1,500
1775256211.0980384,-1,500
1775256211.0980756,-1,500
1775256211.0981133,-1,500
1775256211.098151,-1,500
1775256211.0982049,-1,500
1775256211.098244,-1,500
1775256211.0982811,-1,500
1775256211.0983186,-1,500
1775256211.0983553,-1,500
1775256211.0984724,-1,500
1775256211.0985138,-1,500
1775256212.2581875,-1,500
1775256212.2582605,-1,500
1775256212.2583156,-1,500
1775256212.2583637,-1,500
1775256212.25841,-1,500
1775256212.258453,-1,500
1775256212.2584956,-1,500
1775256212.2585428,-1,500
1775256212.2585857,-1,500
1775256212.2586296,-1,500
1775256212.2586725,-1,500
1775256212.258714,-1,500
1775256212.2587538,-1,500
1775256212.2587962,-1,500
1775256212.2588382,-1,500
1775256212.2588816,-1,500
1775256212.2589252,-1,500
1775256212.2589674,-1,500
1775256212.2590096,-1,500
1775256212.2590494,-1,500
1775256212.2590914,-1,500
1775256212.259133,-1,500
1775256212.2591975,-1,500
1775256212.259243,-1,500
1775256212.2592876,-1,500
1775256212.2593286,-1,500
1775256212.2593694,-1,500
1775256212.259414,-1,500
1775256212.259455,-1,500
1775256212.259497,-1,500
1775256212.259536,-1,500
1775256212.2596905,-1,500
1775256213.405108,-1,500
1775256213.4052017,-1,500
1775256213.405261,-1,500
1775256213.4053118,-1,500
1775256213.40536,-1,500
1775256213.4054072,-1,500
1775256213.4054523,-1,500
1775256213.4054954,-1,500
1775256213.405538,-1,500
1775256213.4055834,-1,500
1775256213.4056275,-1,500
1775256213.4056711,-1,500
1775256213.4057145,-1,500
1775256213.405758,-1,500
1775256213.4058135,-1,500
1775256213.4058585,-1,500
1775256213.4059002,-1,500
1775256213.4059427,-1,500
1775256213.4059842,-1,500
1775256213.4060247,-1,500
1775256213.4060655,-1,500
1775256213.4061084,-1,500
1775256213.4061491,-1,500
1775256213.4062047,-1,500
1775256213.4062479,-1,500
1775256213.4062886,-1,500
1775256213.4063294,-1,500
1775256213.4063694,-1,500
1775256213.4064112,-1,500
1775256213.4064524,-1,500
1775256213.4064922,-1,500
1775256213.4066403,-1,500
1775256214.5593145,-1,500
1775256214.5593817,-1,500
1775256214.5594337,-1,500
1775256214.559483,-1,500
1775256214.5595295,-1,500
1775256214.5595753,-1,500
1775256214.5596187,-1,500
1775256214.5596652,-1,500
1775256214.559708,-1,500
1775256214.5597525,-1,500
1775256214.5597951,-1,500
1775256214.5598388,-1,500
1775256214.5598834,-1,500
1775256214.5599241,-1,500
1775256214.559965,-1,500
1775256214.5600061,-1,500
1775256214.5600486,-1,500
1775256214.5600927,-1,500
1775256214.5601358,-1,500
1775256214.560204,-1,500
1775256214.5602477,-1,500
1775256214.5602903,-1,500
1775256214.5603313,-1,500
1775256214.5603728,-1,500
1775256214.5604131,-1,500
1775256214.5604541,-1,500
1775256214.5604956,-1,500
1775256214.5605361,-1,500
1775256214.5605762,-1,500
1775256214.560615,-1,500
1775256214.5606523,-1,500
1775256214.5608096,-1,500
1775256215.7149844,-1,500
1775256215.715059,-1,500
1775256215.7151115,-1,500
1775256215.7151806,-1,500
1775256215.7152307,-1,500
1775256215.7152767,-1,500
1775256215.7153215,-1,500
1775256215.7153683,-1,500
1775256215.7154138,-1,500
1775256215.7154577,-1,500
1775256215.7155015,-1,500
1775256215.7155461,-1,500
1775256215.7155895,-1,500
1775256215.7156324,-1,500
1775256215.715677,-1,500
1775256215.71572,-1,500
1775256215.715773,-1,500
1775256215.7158167,-1,500
1775256215.7158582,-1,500
1775256215.7159,-1,500
1775256215.715943,-1,500
1775256215.7159843,-1,500
1775256215.7160268,-1,500
1775256215.716071,-1,500
1775256215.7161117,-1,500
1775256215.7161536,-1,500
1775256215.7162113,-1,500
1775256215.716254,-1,500
1775256215.7162964,-1,500
1775256215.7163405,-1,500
1775256215.7163825,-1,500
1775256215.7165408,-1,500
1775256216.854455,-1,500
1775256216.8545218,-1,500
1775256216.854574,-1,500
1775256216.8546221,-1,500
1775256216.8546681,-1,500
1775256216.8547149,-1,500
1775256216.8547592,-1,500
1775256216.8548024,-1,500
1775256216.8548458,-1,500
1775256216.8548896,-1,500
1775256216.854933,-1,500
1775256216.8549788,-1,500
1775256216.8550227,-1,500
1775256216.855064,-1,500
1775256216.855106,-1,500
1775256216.8551462,-1,500
1775256216.8552158,-1,500
1775256216.85526,-1,500
1775256216.855304,-1,500
1775256216.8553472,-1,500
1775256216.8553898,-1,500
1775256216.8554344,-1,500
1775256216.8554747,-1,500
1775256216.8555143,-1,500
1775256216.8555524,-1,500
1775256216.8555932,-1,500
1775256216.8556318,-1,500
1775256216.8556702,-1,500
1775256216.8557081,-1,500
1775256216.8557582,-1,500
1775256216.8557973,-1,500
1775256216.855955,-1,500
1775256218.0169463,-1,500
1775256218.0170176,-1,500
1775256218.017071,-1,500
1775256218.0171208,-1,500
1775256218.0171926,-1,500
1775256218.0172439,-1,500
1775256218.0172899,-1,500
1775256218.0173368,-1,500
1775256218.0173848,-1,500
1775256218.0174305,-1,500
1775256218.0174737,-1,500
1775256218.0175185,-1,500
1775256218.0175629,-1,500
1775256218.0176086,-1,500
1775256218.0176523,-1,500
1775256218.0176954,-1,500
1775256218.0177402,-1,500
1775256218.017785,-1,500
1775256218.017828,-1,500
1775256218.0178704,-1,500
1775256218.0179112,-1,500
1775256218.0179534,-1,500
1775256218.0179946,-1,500
1775256218.0180383,-1,500
1775256218.0180779,-1,500
1775256218.018119,-1,500
1775256218.0181694,-1,500
1775256218.0182116,-1,500
1775256218.0182502,-1,500
1775256218.0182903,-1,500
1775256218.0183294,-1,500
1775256218.0185032,-1,500
1775256219.1847641,-1,500
1775256219.1848307,-1,500
1775256219.1848836,-1,500
1775256219.1849308,-1,500
1775256219.184978,-1,500
1775256219.1850228,-1,500
1775256219.1850672,-1,500
1775256219.1851125,-1,500
1775256219.1851802,-1,500
1775256219.1852322,-1,500
1775256219.1852782,-1,500
1775256219.185322,-1,500
1775256219.185363,-1,500
1775256219.1854062,-1,500
1775256219.185448,-1,500
1775256219.1854916,-1,500
1775256219.1855354,-1,500
1775256219.1855786,-1,500
1775256219.185622,-1,500
1775256219.1856651,-1,500
1775256219.1857069,-1,500
1775256219.1857598,-1,500
1775256219.1858065,-1,500
1775256219.1858492,-1,500
1775256219.1858923,-1,500
1775256219.185935,-1,500
1775256219.1859767,-1,500
1775256219.1860178,-1,500
1775256219.1860592,-1,500
1775256219.1861002,-1,500
1775256219.1861448,-1,500
1775256219.1863127,-1,500
1775256220.338303,-1,500
1775256220.3383698,-1,500
1775256220.338423,-1,500
1775256220.338476,-1,500
1775256220.3385217,-1,500
1775256220.3385644,-1,500
1775256220.3386095,-1,500
1775256220.3386528,-1,500
1775256220.3386962,-1,500
1775256220.3387418,-1,500
1775256220.3387868,-1,500
1775256220.3388307,-1,500
1775256220.3388765,-1,500
1775256220.3389204,-1,500
1775256220.3389645,-1,500
1775256220.3390086,-1,500
1775256220.3390522,-1,500
1775256220.3390942,-1,500
1775256220.3391354,-1,500
1775256220.3392057,-1,500
1775256220.3392525,-1,500
1775256220.3392951,-1,500
1775256220.3393378,-1,500
1775256220.3393793,-1,500
1775256220.33942,-1,500
1775256220.3394613,-1,500
1775256220.3395042,-1,500
1775256220.3395462,-1,500
1775256220.3395867,-1,500
1775256220.3396275,-1,500
1775256220.3396685,-1,500
1775256220.33981,-1,500
1775256221.49747,-1,500
1775256221.4975476,-1,500
1775256221.4976022,-1,500
1775256221.4976747,-1,500
1775256221.4977252,-1,500
1775256221.4977741,-1,500
1775256221.4978232,-1,500
1775256221.4978707,-1,500
1775256221.497917,-1,500
1775256221.497963,-1,500
1775256221.4980092,-1,500
1775256221.4980555,-1,500
1775256221.4981012,-1,500
1775256221.4981456,-1,500
1775256221.4982095,-1,500
1775256221.4982564,-1,500
1775256221.498302,-1,500
1775256221.4984727,-1,500
1775256221.4985204,-1,500
1775256221.4985669,-1,500
1775256221.5004137,-1,500
1775256221.5004706,-1,500
1775256221.5005186,-1,500
1775256221.500562,-1,500
1775256221.5005999,-1,500
1775256221.500638,-1,500
1775256221.5006745,-1,500
1775256221.5007114,-1,500
1775256221.500748,-1,500
1775256221.5007832,-1,500
1775256221.5008812,-1,500
1775256221.5009205,-1,500
1775256222.67462,-1,500
1775256222.6746907,-1,500
1775256222.6747444,-1,500
1775256222.674795,-1,500
1775256222.6748424,-1,500
1775256222.6748872,-1,500
1775256222.6749327,-1,500
1775256222.674977,-1,500
1775256222.6750207,-1,500
1775256222.6750653,-1,500
1775256222.6751103,-1,500
1775256222.675154,-1,500
1775256222.6752236,-1,500
1775256222.6752684,-1,500
1775256222.6753142,-1,500
1775256222.6753573,-1,500
1775256222.6754024,-1,500
1775256222.675447,-1,500
1775256222.6754892,-1,500
1775256222.6755319,-1,500
1775256222.675574,-1,500
1775256222.675614,-1,500
1775256222.675655,-1,500
1775256222.6757097,-1,500
1775256222.67577,-1,500
1775256222.6758142,-1,500
1775256222.675857,-1,500
1775256222.6758997,-1,500
