timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body,backend_id_normalized,timestamp_raw,t_rel_s,strategy
1773824400.033825,gs64_00001,3560,gateway_smart,sp26-cs525-0619.cs.illinois.edu,200,2454.519,1.532,,sp26-cs525-0619.cs.illinois.edu,1773824400.033825,0.000,gateway_smart
1773824400.049309,gs64_00002,3512,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,1541.84,1.527,,sp26-cs525-0607.cs.illinois.edu,1773824400.049309,0.015,gateway_smart
1773824400.080896,gs64_00003,3512,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,1885.722,2.237,,sp26-cs525-0605.cs.illinois.edu,1773824400.080896,0.047,gateway_smart
1773824400.119573,gs64_00004,3528,gateway_smart,sp26-cs525-0612.cs.illinois.edu,200,1772.178,1.979,,sp26-cs525-0612.cs.illinois.edu,1773824400.119573,0.086,gateway_smart
1773824400.164433,gs64_00005,3512,gateway_smart,sp26-cs525-0606.cs.illinois.edu,200,1549.474,1.034,,sp26-cs525-0606.cs.illinois.edu,1773824400.164433,0.131,gateway_smart
1773824400.200242,gs64_00006,3528,gateway_smart,sp26-cs525-0613.cs.illinois.edu,200,990.863,2.672,,sp26-cs525-0613.cs.illinois.edu,1773824400.200242,0.166,gateway_smart
1773824400.24415,gs64_00007,3512,gateway_smart,sp26-cs525-0609.cs.illinois.edu,200,2062.507,1.564,,sp26-cs525-0609.cs.illinois.edu,1773824400.24415,0.210,gateway_smart
1773824400.271816,gs64_00008,3512,gateway_smart,sp26-cs525-0617.cs.illinois.edu,200,1409.494,1.496,,sp26-cs525-0617.cs.illinois.edu,1773824400.271816,0.238,gateway_smart
1773824400.283554,gs64_00009,3544,gateway_smart,sp26-cs525-0608.cs.illinois.edu,200,2651.641,2.069,,sp26-cs525-0608.cs.illinois.edu,1773824400.283554,0.250,gateway_smart
1773824400.336395,gs64_00010,3560,gateway_smart,sp26-cs525-0612.cs.illinois.edu,200,2723.947,2.881,,sp26-cs525-0612.cs.illinois.edu,1773824400.336395,0.303,gateway_smart
1773824400.35341,gs64_00011,3528,gateway_smart,sp26-cs525-0615.cs.illinois.edu,200,2228.856,1.261,,sp26-cs525-0615.cs.illinois.edu,1773824400.35341,0.320,gateway_smart
1773824400.403691,gs64_00012,3496,gateway_smart,sp26-cs525-0612.cs.illinois.edu,200,3066.743,1.134,,sp26-cs525-0612.cs.illinois.edu,1773824400.403691,0.370,gateway_smart
1773824400.456732,gs64_00013,3560,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,2091.759,2.632,,sp26-cs525-0607.cs.illinois.edu,1773824400.456732,0.423,gateway_smart
1773824400.461484,gs64_00014,3512,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,2764.878,1.795,,sp26-cs525-0605.cs.illinois.edu,1773824400.461484,0.428,gateway_smart
1773824400.5208,gs64_00015,3528,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,3854.435,1.503,,sp26-cs525-0605.cs.illinois.edu,1773824400.5208,0.487,gateway_smart
1773824400.542686,gs64_00016,3496,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,2508.328,1.845,,sp26-cs525-0607.cs.illinois.edu,1773824400.542686,0.509,gateway_smart
1773824400.564715,gs64_00017,3560,gateway_smart,sp26-cs525-0613.cs.illinois.edu,200,2231.4,1.442,,sp26-cs525-0613.cs.illinois.edu,1773824400.564715,0.531,gateway_smart
1773824400.633896,gs64_00018,3544,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,2005.877,1.129,,sp26-cs525-0607.cs.illinois.edu,1773824400.633896,0.600,gateway_smart
1773824400.658563,gs64_00019,3528,gateway_smart,sp26-cs525-0613.cs.illinois.edu,200,2558.918,2.578,,sp26-cs525-0613.cs.illinois.edu,1773824400.658563,0.625,gateway_smart
1773824400.67626,gs64_00020,3544,gateway_smart,sp26-cs525-0612.cs.illinois.edu,200,1599.496,3.034,,sp26-cs525-0612.cs.illinois.edu,1773824400.67626,0.642,gateway_smart
1773824400.707421,gs64_00021,3544,gateway_smart,sp26-cs525-0618.cs.illinois.edu,200,2373.171,1.643,,sp26-cs525-0618.cs.illinois.edu,1773824400.707421,0.674,gateway_smart
1773824400.763767,gs64_00022,3528,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,2886.643,1.446,,sp26-cs525-0614.cs.illinois.edu,1773824400.763767,0.730,gateway_smart
1773824400.80235,gs64_00023,3544,gateway_smart,sp26-cs525-0617.cs.illinois.edu,200,1680.899,1.748,,sp26-cs525-0617.cs.illinois.edu,1773824400.80235,0.769,gateway_smart
1773824400.834614,gs64_00024,3496,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,1398.191,1.203,,sp26-cs525-0614.cs.illinois.edu,1773824400.834614,0.801,gateway_smart
1773824400.857796,gs64_00025,3528,gateway_smart,sp26-cs525-0618.cs.illinois.edu,200,2152.702,1.202,,sp26-cs525-0618.cs.illinois.edu,1773824400.857796,0.824,gateway_smart
1773824400.902956,gs64_00026,3560,gateway_smart,sp26-cs525-0619.cs.illinois.edu,200,2226.08,1.123,,sp26-cs525-0619.cs.illinois.edu,1773824400.902956,0.869,gateway_smart
1773824400.949937,gs64_00027,3496,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,1735.732,2.072,,sp26-cs525-0605.cs.illinois.edu,1773824400.949937,0.916,gateway_smart
1773824400.984196,gs64_00028,3512,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,1722.024,1.333,,sp26-cs525-0605.cs.illinois.edu,1773824400.984196,0.950,gateway_smart
1773824401.020279,gs64_00029,3528,gateway_smart,sp26-cs525-0618.cs.illinois.edu,200,2359.396,1.178,,sp26-cs525-0618.cs.illinois.edu,1773824401.020279,0.986,gateway_smart
1773824401.044585,gs64_00030,3512,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,1734.599,1.692,,sp26-cs525-0614.cs.illinois.edu,1773824401.044585,1.011,gateway_smart
1773824401.066329,gs64_00031,3512,gateway_smart,sp26-cs525-0606.cs.illinois.edu,200,2033.518,1.78,,sp26-cs525-0606.cs.illinois.edu,1773824401.066329,1.033,gateway_smart
1773824401.097979,gs64_00032,3512,gateway_smart,sp26-cs525-0608.cs.illinois.edu,200,1905.016,3.581,,sp26-cs525-0608.cs.illinois.edu,1773824401.097979,1.064,gateway_smart
1773824401.158222,gs64_00033,3544,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,2925.35,1.563,,sp26-cs525-0607.cs.illinois.edu,1773824401.158222,1.124,gateway_smart
1773824401.167531,gs64_00034,3544,gateway_smart,sp26-cs525-0609.cs.illinois.edu,200,1659.341,1.58,,sp26-cs525-0609.cs.illinois.edu,1773824401.167531,1.134,gateway_smart
1773824401.229271,gs64_00035,3528,gateway_smart,sp26-cs525-0613.cs.illinois.edu,200,2209.305,1.176,,sp26-cs525-0613.cs.illinois.edu,1773824401.229271,1.195,gateway_smart
1773824401.246965,gs64_00036,3496,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,2789.15,1.474,,sp26-cs525-0614.cs.illinois.edu,1773824401.246965,1.213,gateway_smart
1773824401.298289,gs64_00037,3512,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,1535.133,1.059,,sp26-cs525-0614.cs.illinois.edu,1773824401.298289,1.264,gateway_smart
1773824401.321081,gs64_00038,3528,gateway_smart,sp26-cs525-0618.cs.illinois.edu,200,1770.026,1.599,,sp26-cs525-0618.cs.illinois.edu,1773824401.321081,1.287,gateway_smart
1773824401.360962,gs64_00039,3512,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,2137.476,2.057,,sp26-cs525-0607.cs.illinois.edu,1773824401.360962,1.327,gateway_smart
1773824401.397616,gs64_00040,3544,gateway_smart,sp26-cs525-0605.cs.illinois.edu,200,2198.386,1.348,,sp26-cs525-0605.cs.illinois.edu,1773824401.397616,1.364,gateway_smart
1773824401.410392,gs64_00041,3512,gateway_smart,sp26-cs525-0615.cs.illinois.edu,200,2968.347,1.887,,sp26-cs525-0615.cs.illinois.edu,1773824401.410392,1.377,gateway_smart
1773824401.461293,gs64_00042,3544,gateway_smart,sp26-cs525-0619.cs.illinois.edu,200,2563.262,1.418,,sp26-cs525-0619.cs.illinois.edu,1773824401.461293,1.427,gateway_smart
1773824401.494484,gs64_00043,3512,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,4314.696,1.265,,sp26-cs525-0607.cs.illinois.edu,1773824401.494484,1.461,gateway_smart
1773824401.547572,gs64_00044,3512,gateway_smart,sp26-cs525-0613.cs.illinois.edu,200,1800.691,1.753,,sp26-cs525-0613.cs.illinois.edu,1773824401.547572,1.514,gateway_smart
1773824401.578971,gs64_00045,3560,gateway_smart,sp26-cs525-0615.cs.illinois.edu,200,1773.751,1.717,,sp26-cs525-0615.cs.illinois.edu,1773824401.578971,1.545,gateway_smart
1773824401.609824,gs64_00046,3528,gateway_smart,sp26-cs525-0609.cs.illinois.edu,200,1173.76,1.025,,sp26-cs525-0609.cs.illinois.edu,1773824401.609824,1.576,gateway_smart
1773824401.652015,gs64_00047,3544,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,1999.729,2.422,,sp26-cs525-0607.cs.illinois.edu,1773824401.652015,1.618,gateway_smart
1773824401.68394,gs64_00048,3496,gateway_smart,sp26-cs525-0614.cs.illinois.edu,200,1634.927,1.392,,sp26-cs525-0614.cs.illinois.edu,1773824401.68394,1.650,gateway_smart
1773824401.704038,gs64_00049,3528,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,2626.966,2.089,,sp26-cs525-0607.cs.illinois.edu,1773824401.704038,1.670,gateway_smart
1773824401.742758,gs64_00050,3544,gateway_smart,sp26-cs525-0608.cs.illinois.edu,200,2349.746,1.098,,sp26-cs525-0608.cs.illinois.edu,1773824401.742758,1.709,gateway_smart
1773824401.775698,gs64_00051,3528,gateway_smart,sp26-cs525-0607.cs.illinois.edu,200,1914.489,0.982,,sp26-cs525-0607.cs.illinois.edu,1773824401.775698,1.742,gateway_smart
1773824401.801441,gs64_00052,3496,gateway_smart,sp26-cs525-0608.cs.illinois.edu,200,2208.299,1.993,,sp26-cs525-0608.cs.illinois.edu,1773824401.801441,1.768,gateway_smart
