timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body,backend_id_normalized,timestamp_raw,t_rel_s,strategy
1773914400.035694,gt128_00001,3532,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,3911.467,5.47,,sp26-cs525-0605.cs.illinois.edu,1773914400.035694,0.000,gateway_strawman
1773914400.051877,gt128_00002,3532,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,1792.983,4.395,,sp26-cs525-0619.cs.illinois.edu,1773914400.051877,0.016,gateway_strawman
1773914400.096078,gt128_00003,3532,gateway_strawman,sp26-cs525-0614.cs.illinois.edu,200,2290.944,17.37,,sp26-cs525-0614.cs.illinois.edu,1773914400.096078,0.060,gateway_strawman
1773914400.128457,gt128_00004,3548,gateway_strawman,sp26-cs525-0612.cs.illinois.edu,200,3353.247,5.434,,sp26-cs525-0612.cs.illinois.edu,1773914400.128457,0.093,gateway_strawman
1773914400.192019,gt128_00005,3548,gateway_strawman,sp26-cs525-0608.cs.illinois.edu,200,7055.576,5.738,,sp26-cs525-0608.cs.illinois.edu,1773914400.192019,0.156,gateway_strawman
1773914400.217971,gt128_00006,3548,gateway_strawman,sp26-cs525-0606.cs.illinois.edu,200,4937.917,3.383,,sp26-cs525-0606.cs.illinois.edu,1773914400.217971,0.182,gateway_strawman
1773914400.273482,gt128_00007,3516,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,11339.423,5.706,,sp26-cs525-0613.cs.illinois.edu,1773914400.273482,0.238,gateway_strawman
1773914400.289798,gt128_00008,3548,gateway_strawman,sp26-cs525-0609.cs.illinois.edu,200,2902.572,10.626,,sp26-cs525-0609.cs.illinois.edu,1773914400.289798,0.254,gateway_strawman
1773914400.358954,gt128_00009,3548,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,200,4307.761,6.365,,sp26-cs525-0607.cs.illinois.edu,1773914400.358954,0.323,gateway_strawman
1773914400.376448,gt128_00010,3500,gateway_strawman,sp26-cs525-0606.cs.illinois.edu,200,4517.819,5.514,,sp26-cs525-0606.cs.illinois.edu,1773914400.376448,0.341,gateway_strawman
1773914400.442518,gt128_00011,3516,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,1619.083,6.504,,sp26-cs525-0619.cs.illinois.edu,1773914400.442518,0.407,gateway_strawman
1773914400.482128,gt128_00012,3516,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,7843.693,3.682,,sp26-cs525-0613.cs.illinois.edu,1773914400.482128,0.446,gateway_strawman
1773914400.501015,gt128_00013,3500,gateway_strawman,sp26-cs525-0606.cs.illinois.edu,503,7898.437,4.041,,sp26-cs525-0606.cs.illinois.edu,1773914400.501015,0.465,gateway_strawman
1773914400.553532,gt128_00014,3548,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,7050.105,9.665,,sp26-cs525-0605.cs.illinois.edu,1773914400.553532,0.518,gateway_strawman
1773914400.595845,gt128_00015,3548,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,1754.769,4.72,,sp26-cs525-0613.cs.illinois.edu,1773914400.595845,0.560,gateway_strawman
1773914400.628986,gt128_00016,3532,gateway_strawman,sp26-cs525-0606.cs.illinois.edu,200,4273.78,9.049,,sp26-cs525-0606.cs.illinois.edu,1773914400.628986,0.593,gateway_strawman
1773914400.690908,gt128_00017,3564,gateway_strawman,sp26-cs525-0608.cs.illinois.edu,200,4700.952,8.038,,sp26-cs525-0608.cs.illinois.edu,1773914400.690908,0.655,gateway_strawman
1773914400.736635,gt128_00018,3516,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,1443.943,3.898,,sp26-cs525-0605.cs.illinois.edu,1773914400.736635,0.701,gateway_strawman
1773914400.747655,gt128_00019,3516,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,2858.727,3.302,,sp26-cs525-0615.cs.illinois.edu,1773914400.747655,0.712,gateway_strawman
1773914400.79382,gt128_00020,3516,gateway_strawman,sp26-cs525-0606.cs.illinois.edu,200,4501.835,2.736,,sp26-cs525-0606.cs.illinois.edu,1773914400.79382,0.758,gateway_strawman
1773914400.860496,gt128_00021,3500,gateway_strawman,sp26-cs525-0614.cs.illinois.edu,200,2787.816,9.364,,sp26-cs525-0614.cs.illinois.edu,1773914400.860496,0.825,gateway_strawman
1773914400.89018,gt128_00022,3516,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,4984.552,5.014,,sp26-cs525-0619.cs.illinois.edu,1773914400.89018,0.854,gateway_strawman
1773914400.919254,gt128_00023,3532,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,3181.081,3.087,,sp26-cs525-0605.cs.illinois.edu,1773914400.919254,0.884,gateway_strawman
1773914400.981148,gt128_00024,3516,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,8169.446,7.906,,sp26-cs525-0613.cs.illinois.edu,1773914400.981148,0.945,gateway_strawman
1773914401.013196,gt128_00025,3516,gateway_strawman,sp26-cs525-0612.cs.illinois.edu,200,8847.608,5.602,,sp26-cs525-0612.cs.illinois.edu,1773914401.013196,0.978,gateway_strawman
1773914401.060585,gt128_00026,3500,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,6809.402,8.251,,sp26-cs525-0615.cs.illinois.edu,1773914401.060585,1.025,gateway_strawman
1773914401.090311,gt128_00027,3516,gateway_strawman,sp26-cs525-0612.cs.illinois.edu,200,2025.571,2.99,,sp26-cs525-0612.cs.illinois.edu,1773914401.090311,1.055,gateway_strawman
1773914401.135124,gt128_00028,3548,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,2219.75,4.781,,sp26-cs525-0613.cs.illinois.edu,1773914401.135124,1.099,gateway_strawman
1773914401.154091,gt128_00029,3500,gateway_strawman,sp26-cs525-0617.cs.illinois.edu,200,5420.511,6.351,,sp26-cs525-0617.cs.illinois.edu,1773914401.154091,1.118,gateway_strawman
1773914401.212189,gt128_00030,3516,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,200,3549.217,2.68,,sp26-cs525-0607.cs.illinois.edu,1773914401.212189,1.176,gateway_strawman
1773914401.247835,gt128_00031,3548,gateway_strawman,sp26-cs525-0614.cs.illinois.edu,200,5015.012,11.444,,sp26-cs525-0614.cs.illinois.edu,1773914401.247835,1.212,gateway_strawman
1773914401.302146,gt128_00032,3532,gateway_strawman,sp26-cs525-0612.cs.illinois.edu,200,5018.586,5.806,,sp26-cs525-0612.cs.illinois.edu,1773914401.302146,1.266,gateway_strawman
1773914401.355089,gt128_00033,3532,gateway_strawman,sp26-cs525-0617.cs.illinois.edu,200,2833.43,7.084,,sp26-cs525-0617.cs.illinois.edu,1773914401.355089,1.319,gateway_strawman
1773914401.365321,gt128_00034,3516,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,2701.081,2.681,,sp26-cs525-0615.cs.illinois.edu,1773914401.365321,1.330,gateway_strawman
1773914401.412245,gt128_00035,3532,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,8095.38,7.977,,sp26-cs525-0619.cs.illinois.edu,1773914401.412245,1.377,gateway_strawman
