timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body
0.025871,cv_resnet_graypulse_c64_00000001,604743,graypulse,sp26-cs525-0614,200,309.374,32.574,
0.032988,cv_resnet_graypulse_c64_00000002,602206,graypulse,sp26-cs525-0612,200,335.742,31.497,
0.043415,cv_resnet_graypulse_c64_00000003,602958,graypulse,sp26-cs525-0612,200,382.919,34.971,
0.055842,cv_resnet_graypulse_c64_00000004,605059,graypulse,sp26-cs525-0615,200,370.71,29.407,
0.056871,cv_resnet_graypulse_c64_00000005,603335,graypulse,sp26-cs525-0612,200,379.127,31.333,
0.076185,cv_resnet_graypulse_c64_00000006,603197,graypulse,sp26-cs525-0607,200,314.785,32.318,
0.07764,cv_resnet_graypulse_c64_00000007,604683,graypulse,sp26-cs525-0608,200,359.023,34.035,
0.088228,cv_resnet_graypulse_c64_00000008,602491,graypulse,sp26-cs525-0614,200,334.296,28.826,
0.112702,cv_resnet_graypulse_c64_00000009,601179,graypulse,sp26-cs525-0618,200,357.832,27.746,
0.124233,cv_resnet_graypulse_c64_00000010,602981,graypulse,sp26-cs525-0608,200,375.721,34.176,
0.134173,cv_resnet_graypulse_c64_00000011,603389,graypulse,sp26-cs525-0607,200,360.051,31.983,
0.134283,cv_resnet_graypulse_c64_00000012,604244,graypulse,sp26-cs525-0619,200,399.334,37.778,
0.141353,cv_resnet_graypulse_c64_00000013,604355,graypulse,sp26-cs525-0607,200,396.416,29.786,
0.146649,cv_resnet_graypulse_c64_00000014,603759,graypulse,sp26-cs525-0613,200,328.323,31.885,
0.147748,cv_resnet_graypulse_c64_00000015,603319,graypulse,sp26-cs525-0606,200,365.751,35.78,
0.154173,cv_resnet_graypulse_c64_00000016,601387,graypulse,sp26-cs525-0619,200,414.166,32.886,
0.155708,cv_resnet_graypulse_c64_00000017,603042,graypulse,sp26-cs525-0614,200,345.501,33.611,
0.156713,cv_resnet_graypulse_c64_00000018,605333,graypulse,sp26-cs525-0609,200,356.638,32.106,
0.158307,cv_resnet_graypulse_c64_00000019,605086,graypulse,sp26-cs525-0605,200,347.079,38.151,
0.160019,cv_resnet_graypulse_c64_00000020,603869,graypulse,sp26-cs525-0615,200,338.951,30.543,
0.16314,cv_resnet_graypulse_c64_00000021,604977,graypulse,sp26-cs525-0615,200,316.648,38.925,
0.166556,cv_resnet_graypulse_c64_00000022,603723,graypulse,sp26-cs525-0618,200,359.186,29.865,
0.173652,cv_resnet_graypulse_c64_00000023,603634,graypulse,sp26-cs525-0617,200,388.098,31.54,
0.185203,cv_resnet_graypulse_c64_00000024,602793,graypulse,sp26-cs525-0606,200,373.999,30.481,
0.187284,cv_resnet_graypulse_c64_00000025,602468,graypulse,sp26-cs525-0608,200,407.064,37.384,
0.191258,cv_resnet_graypulse_c64_00000026,601628,graypulse,sp26-cs525-0619,200,364.957,29.019,
0.207835,cv_resnet_graypulse_c64_00000027,603162,graypulse,sp26-cs525-0608,200,316.713,33.206,
0.210036,cv_resnet_graypulse_c64_00000028,605056,graypulse,sp26-cs525-0609,200,349.967,35.277,
0.224048,cv_resnet_graypulse_c64_00000029,602834,graypulse,sp26-cs525-0615,200,378.658,29.486,
0.245581,cv_resnet_graypulse_c64_00000030,605962,graypulse,sp26-cs525-0608,200,374.311,31.508,
0.256134,cv_resnet_graypulse_c64_00000031,604090,graypulse,sp26-cs525-0617,200,377.159,35.713,
0.258149,cv_resnet_graypulse_c64_00000032,604641,graypulse,sp26-cs525-0607,200,384.982,29.417,
0.26252,cv_resnet_graypulse_c64_00000033,604684,graypulse,sp26-cs525-0614,200,339.167,31.486,
