timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body
0.005014,cv_resnet_graypulse_c24_00000001,603340,graypulse,sp26-cs525-0608,200,187.424,22.483,
0.006319,cv_resnet_graypulse_c24_00000002,604344,graypulse,sp26-cs525-0619,200,161.007,22.532,
0.021069,cv_resnet_graypulse_c24_00000003,602488,graypulse,sp26-cs525-0605,200,190.619,24.023,
0.038142,cv_resnet_graypulse_c24_00000004,605498,graypulse,sp26-cs525-0609,200,208.895,18.859,
0.048364,cv_resnet_graypulse_c24_00000005,607974,graypulse,sp26-cs525-0613,200,186.903,13.685,
0.057435,cv_resnet_graypulse_c24_00000006,604017,graypulse,sp26-cs525-0615,200,191.486,19.763,
0.059077,cv_resnet_graypulse_c24_00000007,603256,graypulse,sp26-cs525-0615,200,205.995,21.317,
0.065755,cv_resnet_graypulse_c24_00000008,602491,graypulse,sp26-cs525-0618,200,166.865,27.74,
0.08311,cv_resnet_graypulse_c24_00000009,603945,graypulse,sp26-cs525-0615,200,196.969,22.546,
0.085018,cv_resnet_graypulse_c24_00000010,601824,graypulse,sp26-cs525-0613,200,183.411,16.334,
0.092876,cv_resnet_graypulse_c24_00000011,602625,graypulse,sp26-cs525-0606,200,166.305,23.246,
0.094036,cv_resnet_graypulse_c24_00000012,604796,graypulse,sp26-cs525-0613,200,182.757,21.058,
0.095702,cv_resnet_graypulse_c24_00000013,602683,graypulse,sp26-cs525-0612,200,163.539,21.589,
0.098077,cv_resnet_graypulse_c24_00000014,603591,graypulse,sp26-cs525-0607,200,172.376,17.174,
0.103204,cv_resnet_graypulse_c24_00000015,603003,graypulse,sp26-cs525-0615,200,197.466,21.671,
0.13211,cv_resnet_graypulse_c24_00000016,603716,graypulse,sp26-cs525-0607,200,180.983,19.911,
0.143073,cv_resnet_graypulse_c24_00000017,602946,graypulse,sp26-cs525-0608,200,191.71,14.798,
0.143716,cv_resnet_graypulse_c24_00000018,604252,graypulse,sp26-cs525-0619,200,186.252,19.209,
0.152108,cv_resnet_graypulse_c24_00000019,603395,graypulse,sp26-cs525-0613,200,210.02,18.94,
0.153986,cv_resnet_graypulse_c24_00000020,605331,graypulse,sp26-cs525-0609,200,184.823,16.032,
0.156129,cv_resnet_graypulse_c24_00000021,603614,graypulse,sp26-cs525-0609,200,218.494,21.994,
0.15752,cv_resnet_graypulse_c24_00000022,602814,graypulse,sp26-cs525-0606,200,202.125,22.706,
0.163001,cv_resnet_graypulse_c24_00000023,604521,graypulse,sp26-cs525-0619,200,210.879,16.996,
0.165373,cv_resnet_graypulse_c24_00000024,604899,graypulse,sp26-cs525-0607,200,195.206,25.249,
0.165655,cv_resnet_graypulse_c24_00000025,602559,graypulse,sp26-cs525-0613,200,204.028,12.893,
0.166613,cv_resnet_graypulse_c24_00000026,602756,graypulse,sp26-cs525-0608,200,183.479,20.398,
0.170056,cv_resnet_graypulse_c24_00000027,603378,graypulse,sp26-cs525-0607,200,202.032,21.865,
0.170106,cv_resnet_graypulse_c24_00000028,601138,graypulse,sp26-cs525-0607,200,196.566,22.203,
0.170289,cv_resnet_graypulse_c24_00000029,602463,graypulse,sp26-cs525-0615,200,157.661,15.931,
0.175091,cv_resnet_graypulse_c24_00000030,602632,graypulse,sp26-cs525-0612,200,175.89,17.697,
0.176784,cv_resnet_graypulse_c24_00000031,601930,graypulse,sp26-cs525-0617,200,193.496,14.405,
0.200823,cv_resnet_graypulse_c24_00000032,602794,graypulse,sp26-cs525-0612,200,195.691,15.016,
0.207141,cv_resnet_graypulse_c24_00000033,605600,graypulse,sp26-cs525-0617,200,195.837,18.671,
0.251343,cv_resnet_graypulse_c24_00000034,601375,graypulse,sp26-cs525-0619,200,178.494,17.334,
0.255058,cv_resnet_graypulse_c24_00000035,602283,graypulse,sp26-cs525-0606,200,185.99,19.088,
0.261226,cv_resnet_graypulse_c24_00000036,602762,graypulse,sp26-cs525-0607,200,189.956,15.608,
0.272351,cv_resnet_graypulse_c24_00000037,602869,graypulse,sp26-cs525-0619,200,176.087,22.086,
0.282526,cv_resnet_graypulse_c24_00000038,605766,graypulse,sp26-cs525-0608,200,160.547,13.409,
0.293088,cv_resnet_graypulse_c24_00000039,602719,graypulse,sp26-cs525-0605,200,199.12,18.54,
0.300834,cv_resnet_graypulse_c24_00000040,605451,graypulse,sp26-cs525-0617,200,168.663,16.459,
0.304196,cv_resnet_graypulse_c24_00000041,603904,graypulse,sp26-cs525-0612,200,171.159,15.216,
0.308175,cv_resnet_graypulse_c24_00000042,604326,graypulse,sp26-cs525-0605,200,146.43,15.935,
0.32039,cv_resnet_graypulse_c24_00000043,602580,graypulse,sp26-cs525-0609,200,187.657,17.777,
0.334945,cv_resnet_graypulse_c24_00000044,603066,graypulse,sp26-cs525-0615,200,193.869,17.281,
