timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body
0.001076,cv_resnet_graypulse_c32_00000001,605325,graypulse,sp26-cs525-0615,200,261.271,19.294,
0.005982,cv_resnet_graypulse_c32_00000002,602527,graypulse,sp26-cs525-0619,200,211.508,16.477,
0.015757,cv_resnet_graypulse_c32_00000003,606624,graypulse,sp26-cs525-0618,200,198.942,17.399,
0.018497,cv_resnet_graypulse_c32_00000004,601249,graypulse,sp26-cs525-0618,200,183.319,24.371,
0.020252,cv_resnet_graypulse_c32_00000005,601007,graypulse,sp26-cs525-0619,200,197.717,16.781,
0.021949,cv_resnet_graypulse_c32_00000006,604870,graypulse,sp26-cs525-0608,200,243.73,24.118,
0.02869,cv_resnet_graypulse_c32_00000007,603919,graypulse,sp26-cs525-0615,200,213.137,21.5,
0.037171,cv_resnet_graypulse_c32_00000008,602510,graypulse,sp26-cs525-0617,200,205.558,25.629,
0.051769,cv_resnet_graypulse_c32_00000009,604404,graypulse,sp26-cs525-0609,200,219.877,25.695,
0.052253,cv_resnet_graypulse_c32_00000010,603751,graypulse,sp26-cs525-0608,200,200.455,19.679,
0.055981,cv_resnet_graypulse_c32_00000011,600000,graypulse,sp26-cs525-0605,200,210.754,19.886,
0.06145,cv_resnet_graypulse_c32_00000012,604140,graypulse,sp26-cs525-0608,200,187.617,22.67,
0.065969,cv_resnet_graypulse_c32_00000013,604916,graypulse,sp26-cs525-0613,200,220.837,25.872,
0.075485,cv_resnet_graypulse_c32_00000014,604038,graypulse,sp26-cs525-0606,200,235.242,23.502,
0.098552,cv_resnet_graypulse_c32_00000015,603984,graypulse,sp26-cs525-0606,200,201.996,18.541,
0.101857,cv_resnet_graypulse_c32_00000016,603187,graypulse,sp26-cs525-0612,200,247.612,24.909,
0.108583,cv_resnet_graypulse_c32_00000017,603480,graypulse,sp26-cs525-0605,200,230.477,22.004,
0.129662,cv_resnet_graypulse_c32_00000018,605023,graypulse,sp26-cs525-0615,200,217.141,26.703,
0.150079,cv_resnet_graypulse_c32_00000019,602941,graypulse,sp26-cs525-0605,200,234.545,16.978,
0.151146,cv_resnet_graypulse_c32_00000020,602558,graypulse,sp26-cs525-0614,200,223.878,23.153,
0.170733,cv_resnet_graypulse_c32_00000021,603279,graypulse,sp26-cs525-0614,200,215.336,22.618,
0.173024,cv_resnet_graypulse_c32_00000022,602048,graypulse,sp26-cs525-0619,200,222.524,20.702,
0.174556,cv_resnet_graypulse_c32_00000023,604912,graypulse,sp26-cs525-0605,200,201.125,20.751,
0.178742,cv_resnet_graypulse_c32_00000024,601866,graypulse,sp26-cs525-0606,200,244.071,24.571,
0.179489,cv_resnet_graypulse_c32_00000025,602389,graypulse,sp26-cs525-0619,200,236.991,19.971,
0.201226,cv_resnet_graypulse_c32_00000026,603713,graypulse,sp26-cs525-0608,200,208.296,25.942,
0.201861,cv_resnet_graypulse_c32_00000027,605300,graypulse,sp26-cs525-0613,200,217.282,21.623,
0.211241,cv_resnet_graypulse_c32_00000028,601740,graypulse,sp26-cs525-0609,200,240.482,18.655,
0.212367,cv_resnet_graypulse_c32_00000029,603508,graypulse,sp26-cs525-0618,200,258.682,23.043,
0.259118,cv_resnet_graypulse_c32_00000030,605271,graypulse,sp26-cs525-0608,200,204.31,24.329,
0.270002,cv_resnet_graypulse_c32_00000031,602812,graypulse,sp26-cs525-0605,200,222.46,18.532,
0.272671,cv_resnet_graypulse_c32_00000032,603869,graypulse,sp26-cs525-0618,200,213.121,22.09,
0.278744,cv_resnet_graypulse_c32_00000033,603076,graypulse,sp26-cs525-0619,200,209.815,21.43,
0.281622,cv_resnet_graypulse_c32_00000034,603379,graypulse,sp26-cs525-0606,200,220.743,19.301,
0.299207,cv_resnet_graypulse_c32_00000035,603480,graypulse,sp26-cs525-0609,200,236.458,24.531,
0.30555,cv_resnet_graypulse_c32_00000036,604343,graypulse,sp26-cs525-0614,200,245.902,29.747,
0.315444,cv_resnet_graypulse_c32_00000037,604367,graypulse,sp26-cs525-0615,200,209.458,25.031,
0.318124,cv_resnet_graypulse_c32_00000038,603827,graypulse,sp26-cs525-0615,200,237.364,27.08,
0.320557,cv_resnet_graypulse_c32_00000039,605556,graypulse,sp26-cs525-0614,200,217.477,22.341,
0.322613,cv_resnet_graypulse_c32_00000040,603389,graypulse,sp26-cs525-0613,200,219.012,20.147,
0.348219,cv_resnet_graypulse_c32_00000041,602336,graypulse,sp26-cs525-0617,200,202.614,22.96,
0.353007,cv_resnet_graypulse_c32_00000042,603464,graypulse,sp26-cs525-0613,200,240.944,28.559,
0.371637,cv_resnet_graypulse_c32_00000043,603351,graypulse,sp26-cs525-0615,200,226.204,23.107,
0.378624,cv_resnet_graypulse_c32_00000044,606030,graypulse,sp26-cs525-0608,200,217.901,25.122,
0.386499,cv_resnet_graypulse_c32_00000045,603777,graypulse,sp26-cs525-0608,200,220.674,17.216,
0.387051,cv_resnet_graypulse_c32_00000046,603382,graypulse,sp26-cs525-0618,200,237.571,21.614,
0.38814,cv_resnet_graypulse_c32_00000047,603878,graypulse,sp26-cs525-0605,200,216.017,20.725,
0.403013,cv_resnet_graypulse_c32_00000048,606124,graypulse,sp26-cs525-0609,200,228.948,24.658,
0.406466,cv_resnet_graypulse_c32_00000049,603537,graypulse,sp26-cs525-0614,200,211.962,19.494,
