timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms,
2026-04-03T12:10:00.000,mbrr-c48-r0000001,624,round_robin,sp26-cs525-0605,200,690,3,
2026-04-03T12:10:00.006,mbrr-c48-r0000002,620,round_robin,sp26-cs525-0606,200,580,3,
2026-04-03T12:10:00.071,mbrr-c48-r0000003,624,round_robin,sp26-cs525-0607,200,871,4,
2026-04-03T12:10:00.082,mbrr-c48-r0000004,624,round_robin,sp26-cs525-0608,200,915,3,
2026-04-03T12:10:00.109,mbrr-c48-r0000005,624,round_robin,sp26-cs525-0609,200,902,3,
2026-04-03T12:10:00.115,mbrr-c48-r0000006,628,round_robin,sp26-cs525-0612,200,760,3,
2026-04-03T12:10:00.117,mbrr-c48-r0000007,624,round_robin,sp26-cs525-0613,200,954,3,
2026-04-03T12:10:00.120,mbrr-c48-r0000008,624,round_robin,sp26-cs525-0614,200,645,3,
2026-04-03T12:10:00.122,mbrr-c48-r0000009,628,round_robin,sp26-cs525-0615,200,886,4,
2026-04-03T12:10:00.125,mbrr-c48-r0000010,620,round_robin,sp26-cs525-0617,200,849,4,
2026-04-03T12:10:00.143,mbrr-c48-r0000011,620,round_robin,sp26-cs525-0618,200,522,3,
2026-04-03T12:10:00.158,mbrr-c48-r0000012,624,round_robin,sp26-cs525-0619,200,597,3,
2026-04-03T12:10:00.163,mbrr-c48-r0000013,620,round_robin,sp26-cs525-0605,200,932,4,
2026-04-03T12:10:00.181,mbrr-c48-r0000014,628,round_robin,sp26-cs525-0606,200,730,3,
2026-04-03T12:10:00.181,mbrr-c48-r0000015,624,round_robin,sp26-cs525-0607,200,712,3,
2026-04-03T12:10:00.228,mbrr-c48-r0000016,616,round_robin,sp26-cs525-0608,200,663,4,
2026-04-03T12:10:00.239,mbrr-c48-r0000017,620,round_robin,sp26-cs525-0609,200,880,4,
2026-04-03T12:10:00.256,mbrr-c48-r0000018,624,round_robin,sp26-cs525-0612,200,1045,2,
2026-04-03T12:10:00.264,mbrr-c48-r0000019,624,round_robin,sp26-cs525-0613,200,924,4,
2026-04-03T12:10:00.273,mbrr-c48-r0000020,624,round_robin,sp26-cs525-0614,200,704,4,
2026-04-03T12:10:00.276,mbrr-c48-r0000021,620,round_robin,sp26-cs525-0615,200,583,3,
2026-04-03T12:10:00.295,mbrr-c48-r0000022,620,round_robin,sp26-cs525-0617,200,690,4,
2026-04-03T12:10:00.295,mbrr-c48-r0000023,624,round_robin,sp26-cs525-0618,200,736,3,
2026-04-03T12:10:00.334,mbrr-c48-r0000024,628,round_robin,sp26-cs525-0619,200,741,2,
2026-04-03T12:10:00.367,mbrr-c48-r0000025,620,round_robin,sp26-cs525-0605,200,729,5,
2026-04-03T12:10:00.376,mbrr-c48-r0000026,616,round_robin,sp26-cs525-0606,200,663,3,
2026-04-03T12:10:00.386,mbrr-c48-r0000027,620,round_robin,sp26-cs525-0607,200,648,3,
2026-04-03T12:10:00.389,mbrr-c48-r0000028,624,round_robin,sp26-cs525-0608,200,700,3,
2026-04-03T12:10:00.402,mbrr-c48-r0000029,620,round_robin,sp26-cs525-0609,200,682,5,
2026-04-03T12:10:00.410,mbrr-c48-r0000030,620,round_robin,sp26-cs525-0612,200,816,4,
2026-04-03T12:10:00.411,mbrr-c48-r0000031,624,round_robin,sp26-cs525-0613,200,1172,4,
2026-04-03T12:10:00.489,mbrr-c48-r0000032,620,round_robin,sp26-cs525-0614,200,779,4,
2026-04-03T12:10:00.576,mbrr-c48-r0000033,624,round_robin,sp26-cs525-0615,200,741,4,
2026-04-03T12:10:00.577,mbrr-c48-r0000034,624,round_robin,sp26-cs525-0617,200,873,3,
2026-04-03T12:10:00.605,mbrr-c48-r0000035,620,round_robin,sp26-cs525-0618,200,799,4,
2026-04-03T12:10:00.622,mbrr-c48-r0000036,624,round_robin,sp26-cs525-0619,200,752,4,
2026-04-03T12:10:00.635,mbrr-c48-r0000037,624,round_robin,sp26-cs525-0605,200,648,3,
2026-04-03T12:10:00.650,mbrr-c48-r0000038,620,round_robin,sp26-cs525-0606,200,774,4,
2026-04-03T12:10:00.654,mbrr-c48-r0000039,620,round_robin,sp26-cs525-0607,200,707,4,
2026-04-03T12:10:00.658,mbrr-c48-r0000040,620,round_robin,sp26-cs525-0608,200,668,2,
2026-04-03T12:10:00.660,mbrr-c48-r0000041,620,round_robin,sp26-cs525-0609,200,1030,4,
2026-04-03T12:10:00.677,mbrr-c48-r0000042,620,round_robin,sp26-cs525-0612,200,889,4,
2026-04-03T12:10:00.688,mbrr-c48-r0000043,628,round_robin,sp26-cs525-0613,200,680,3,
2026-04-03T12:10:00.722,mbrr-c48-r0000044,624,round_robin,sp26-cs525-0614,200,923,3,
2026-04-03T12:10:00.729,mbrr-c48-r0000045,624,round_robin,sp26-cs525-0615,200,625,4,
2026-04-03T12:10:00.735,mbrr-c48-r0000046,620,round_robin,sp26-cs525-0617,200,536,3,
2026-04-03T12:10:00.741,mbrr-c48-r0000047,624,round_robin,sp26-cs525-0618,200,1079,3,
2026-04-03T12:10:00.750,mbrr-c48-r0000048,620,round_robin,sp26-cs525-0619,200,541,4,
2026-04-03T12:10:00.755,mbrr-c48-r0000049,620,round_robin,sp26-cs525-0605,200,861,3,
2026-04-03T12:10:00.760,mbrr-c48-r0000050,620,round_robin,sp26-cs525-0606,200,894,4,
2026-04-03T12:10:00.773,mbrr-c48-r0000051,616,round_robin,sp26-cs525-0607,200,650,3,
2026-04-03T12:10:00.782,mbrr-c48-r0000052,628,round_robin,sp26-cs525-0608,200,698,3,
2026-04-03T12:10:00.785,mbrr-c48-r0000053,620,round_robin,sp26-cs525-0609,200,618,5,
2026-04-03T12:10:00.786,mbrr-c48-r0000054,624,round_robin,sp26-cs525-0612,200,791,3,
2026-04-03T12:10:00.805,mbrr-c48-r0000055,620,round_robin,sp26-cs525-0613,200,791,4,
2026-04-03T12:10:00.827,mbrr-c48-r0000056,624,round_robin,sp26-cs525-0614,200,1103,4,
2026-04-03T12:10:00.831,mbrr-c48-r0000057,620,round_robin,sp26-cs525-0615,200,622,4,
2026-04-03T12:10:00.862,mbrr-c48-r0000058,616,round_robin,sp26-cs525-0617,200,1018,2,
2026-04-03T12:10:00.862,mbrr-c48-r0000059,620,round_robin,sp26-cs525-0618,200,838,3,
2026-04-03T12:10:00.874,mbrr-c48-r0000060,624,round_robin,sp26-cs525-0619,200,866,2,
2026-04-03T12:10:00.882,mbrr-c48-r0000061,620,round_robin,sp26-cs525-0605,200,758,2,
2026-04-03T12:10:00.887,mbrr-c48-r0000062,624,round_robin,sp26-cs525-0606,200,776,3,
2026-04-03T12:10:00.931,mbrr-c48-r0000063,620,round_robin,sp26-cs525-0607,200,628,3,
2026-04-03T12:10:00.932,mbrr-c48-r0000064,620,round_robin,sp26-cs525-0608,200,1009,3,
2026-04-03T12:10:00.946,mbrr-c48-r0000065,620,round_robin,sp26-cs525-0609,200,540,3,
2026-04-03T12:10:00.963,mbrr-c48-r0000066,628,round_robin,sp26-cs525-0612,200,789,5,
