timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body
0.002197,nlp_mobilebert_graypulse_c48_00000001,2161,graypulse,sp26-cs525-0617,200,44.213,5.171,
0.002257,nlp_mobilebert_graypulse_c48_00000002,2287,graypulse,sp26-cs525-0607,200,44.947,4.924,
0.002365,nlp_mobilebert_graypulse_c48_00000003,2377,graypulse,sp26-cs525-0615,200,51.321,4.614,
0.006238,nlp_mobilebert_graypulse_c48_00000004,2109,graypulse,sp26-cs525-0619,200,45.352,6.288,
0.008222,nlp_mobilebert_graypulse_c48_00000005,2159,graypulse,sp26-cs525-0605,200,55.908,7.118,
0.009216,nlp_mobilebert_graypulse_c48_00000006,2273,graypulse,sp26-cs525-0608,200,52.454,4.915,
0.010559,nlp_mobilebert_graypulse_c48_00000007,2194,graypulse,sp26-cs525-0617,200,54.901,5.612,
0.010771,nlp_mobilebert_graypulse_c48_00000008,2277,graypulse,sp26-cs525-0615,200,50.314,4.326,
0.010942,nlp_mobilebert_graypulse_c48_00000009,2310,graypulse,sp26-cs525-0612,200,56.921,4.885,
0.01469,nlp_mobilebert_graypulse_c48_00000010,2392,graypulse,sp26-cs525-0617,200,56.311,5.716,
0.014946,nlp_mobilebert_graypulse_c48_00000011,2229,graypulse,sp26-cs525-0615,200,56.27,7.491,
0.015606,nlp_mobilebert_graypulse_c48_00000012,2387,graypulse,sp26-cs525-0613,200,52.212,6.195,
0.016168,nlp_mobilebert_graypulse_c48_00000013,2187,graypulse,sp26-cs525-0612,200,48.685,5.469,
0.01647,nlp_mobilebert_graypulse_c48_00000014,2153,graypulse,sp26-cs525-0618,200,57.063,4.725,
0.016928,nlp_mobilebert_graypulse_c48_00000015,2231,graypulse,sp26-cs525-0608,200,43.398,5.331,
0.018772,nlp_mobilebert_graypulse_c48_00000016,2267,graypulse,sp26-cs525-0613,200,53.949,5.458,
0.019926,nlp_mobilebert_graypulse_c48_00000017,2423,graypulse,sp26-cs525-0615,200,56.958,6.696,
0.02,nlp_mobilebert_graypulse_c48_00000018,2421,graypulse,sp26-cs525-0607,200,47.404,6.217,
0.021554,nlp_mobilebert_graypulse_c48_00000019,2238,graypulse,sp26-cs525-0614,200,54.141,4.855,
0.022317,nlp_mobilebert_graypulse_c48_00000020,2357,graypulse,sp26-cs525-0615,200,50.193,4.523,
0.022711,nlp_mobilebert_graypulse_c48_00000021,2270,graypulse,sp26-cs525-0618,200,47.971,4.838,
0.025484,nlp_mobilebert_graypulse_c48_00000022,2138,graypulse,sp26-cs525-0607,200,49.387,6.52,
0.026302,nlp_mobilebert_graypulse_c48_00000023,2276,graypulse,sp26-cs525-0618,200,43.266,4.066,
0.02759,nlp_mobilebert_graypulse_c48_00000024,2252,graypulse,sp26-cs525-0609,200,44.531,6.357,
0.027619,nlp_mobilebert_graypulse_c48_00000025,2253,graypulse,sp26-cs525-0609,200,58.436,5.522,
0.031817,nlp_mobilebert_graypulse_c48_00000026,2097,graypulse,sp26-cs525-0607,200,58.266,4.349,
0.033379,nlp_mobilebert_graypulse_c48_00000027,2393,graypulse,sp26-cs525-0619,200,51.459,5.786,
0.034268,nlp_mobilebert_graypulse_c48_00000028,2183,graypulse,sp26-cs525-0609,200,43.901,6.005,
0.039294,nlp_mobilebert_graypulse_c48_00000029,2261,graypulse,sp26-cs525-0607,200,54.875,6.594,
0.040104,nlp_mobilebert_graypulse_c48_00000030,2259,graypulse,sp26-cs525-0615,200,54.808,5.879,
0.04066,nlp_mobilebert_graypulse_c48_00000031,2240,graypulse,sp26-cs525-0607,200,55.68,5.17,
0.041183,nlp_mobilebert_graypulse_c48_00000032,2297,graypulse,sp26-cs525-0619,200,54.716,5.991,
0.041217,nlp_mobilebert_graypulse_c48_00000033,2204,graypulse,sp26-cs525-0619,200,55.457,4.73,
0.043201,nlp_mobilebert_graypulse_c48_00000034,2258,graypulse,sp26-cs525-0613,200,53.38,6.121,
0.043268,nlp_mobilebert_graypulse_c48_00000035,2259,graypulse,sp26-cs525-0612,200,48.774,5.744,
0.043491,nlp_mobilebert_graypulse_c48_00000036,2282,graypulse,sp26-cs525-0612,200,40.807,7.025,
0.047055,nlp_mobilebert_graypulse_c48_00000037,2202,graypulse,sp26-cs525-0618,200,59.972,6.511,
0.047417,nlp_mobilebert_graypulse_c48_00000038,2267,graypulse,sp26-cs525-0612,200,43.651,5.852,
0.047454,nlp_mobilebert_graypulse_c48_00000039,2237,graypulse,sp26-cs525-0606,200,52.489,5.175,
0.048607,nlp_mobilebert_graypulse_c48_00000040,2132,graypulse,sp26-cs525-0612,200,43.567,4.729,
0.049135,nlp_mobilebert_graypulse_c48_00000041,2229,graypulse,sp26-cs525-0613,200,52.625,4.778,
0.051353,nlp_mobilebert_graypulse_c48_00000042,2206,graypulse,sp26-cs525-0619,200,54.521,6.216,
0.051674,nlp_mobilebert_graypulse_c48_00000043,2208,graypulse,sp26-cs525-0608,200,50.913,4.907,
0.051707,nlp_mobilebert_graypulse_c48_00000044,2315,graypulse,sp26-cs525-0605,200,48.682,5.619,
0.056891,nlp_mobilebert_graypulse_c48_00000045,2173,graypulse,sp26-cs525-0612,200,56.635,7.053,
0.059003,nlp_mobilebert_graypulse_c48_00000046,2198,graypulse,sp26-cs525-0614,200,59.122,6.732,
0.059707,nlp_mobilebert_graypulse_c48_00000047,2201,graypulse,sp26-cs525-0607,200,59.225,5.084,
0.060693,nlp_mobilebert_graypulse_c48_00000048,2227,graypulse,sp26-cs525-0613,200,48.549,6.463,
0.060938,nlp_mobilebert_graypulse_c48_00000049,2246,graypulse,sp26-cs525-0605,200,49.722,5.214,
0.061389,nlp_mobilebert_graypulse_c48_00000050,2377,graypulse,sp26-cs525-0612,200,55.558,6.346,
0.062611,nlp_mobilebert_graypulse_c48_00000051,2266,graypulse,sp26-cs525-0605,200,59.056,6.076,
0.065868,nlp_mobilebert_graypulse_c48_00000052,2224,graypulse,sp26-cs525-0605,200,54.039,4.975,
0.065984,nlp_mobilebert_graypulse_c48_00000053,2240,graypulse,sp26-cs525-0605,200,46.099,5.615,
0.066709,nlp_mobilebert_graypulse_c48_00000054,2256,graypulse,sp26-cs525-0612,200,46.563,5.818,
0.066804,nlp_mobilebert_graypulse_c48_00000055,2217,graypulse,sp26-cs525-0605,200,59.324,5.458,
0.067985,nlp_mobilebert_graypulse_c48_00000056,2259,graypulse,sp26-cs525-0608,200,41.31,5.605,
0.069143,nlp_mobilebert_graypulse_c48_00000057,2443,graypulse,sp26-cs525-0619,200,57.065,5.663,
0.069769,nlp_mobilebert_graypulse_c48_00000058,2150,graypulse,sp26-cs525-0615,200,54.254,5.85,
0.069939,nlp_mobilebert_graypulse_c48_00000059,2192,graypulse,sp26-cs525-0605,200,47.835,6.184,
0.07099,nlp_mobilebert_graypulse_c48_00000060,2201,graypulse,sp26-cs525-0617,200,52.969,6.46,
