timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,
1773909000.030877,gt48_00001,3532,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,1166.446,3.171,
1773909000.035661,gt48_00002,3500,gateway_strawman,sp26-cs525-0618.cs.illinois.edu,200,2292.097,5.126,
1773909000.072911,gt48_00003,3532,gateway_strawman,sp26-cs525-0617.cs.illinois.edu,200,1202.383,5.248,
1773909000.130802,gt48_00004,3548,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,1253.734,5.43,
1773909000.163303,gt48_00005,3564,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,200,1845.361,3.152,
1773909000.200516,gt48_00006,3564,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,1993.875,5.282,
1773909000.215947,gt48_00007,3532,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,2418.797,3.128,
1773909000.258925,gt48_00008,3564,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,1097.523,2.952,
1773909000.284183,gt48_00009,3548,gateway_strawman,sp26-cs525-0609.cs.illinois.edu,200,2004.892,3.848,
1773909000.346029,gt48_00010,3564,gateway_strawman,sp26-cs525-0618.cs.illinois.edu,200,1625.011,6.938,
1773909000.360353,gt48_00011,3564,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,1443.758,4.432,
1773909000.409642,gt48_00012,3548,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,1858.377,4.792,
1773909000.456119,gt48_00013,3564,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,2127.005,7.61,
1773909000.48425,gt48_00014,3548,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,200,1257.592,4.989,
1773909000.52214,gt48_00015,3532,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,200,1174.506,8.25,
1773909000.551488,gt48_00016,3532,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,200,661.811,4.183,
1773909000.5798,gt48_00017,3532,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,1976.981,6.977,
1773909000.597371,gt48_00018,3548,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,1933.86,6.266,
1773909000.641808,gt48_00019,3532,gateway_strawman,sp26-cs525-0609.cs.illinois.edu,200,2073.495,4.57,
1773909000.675071,gt48_00020,3532,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,1306.663,5.752,
1773909000.706447,gt48_00021,3516,gateway_strawman,sp26-cs525-0618.cs.illinois.edu,200,1878.574,3.328,
1773909000.769981,gt48_00022,3532,gateway_strawman,sp26-cs525-0618.cs.illinois.edu,200,1067.004,5.321,
1773909000.786066,gt48_00023,3500,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,1609.734,4.165,
1773909000.82014,gt48_00024,3548,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,1118.038,5.658,
1773909000.849472,gt48_00025,3516,gateway_strawman,sp26-cs525-0606.cs.illinois.edu,200,1488.171,5.924,
1773909000.904402,gt48_00026,3516,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,2668.482,3.907,
1773909000.940375,gt48_00027,3548,gateway_strawman,sp26-cs525-0608.cs.illinois.edu,200,1832.276,4.467,
1773909000.954385,gt48_00028,3548,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,1565.926,2.546,
1773909000.997724,gt48_00029,3532,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,1302.023,5.527,
1773909001.049866,gt48_00030,3548,gateway_strawman,sp26-cs525-0614.cs.illinois.edu,200,1244.403,4.108,
1773909001.07799,gt48_00031,3548,gateway_strawman,sp26-cs525-0608.cs.illinois.edu,200,1831.441,7.185,
1773909001.10222,gt48_00032,3500,gateway_strawman,sp26-cs525-0608.cs.illinois.edu,200,1998.963,4.014,
1773909001.152029,gt48_00033,3564,gateway_strawman,sp26-cs525-0618.cs.illinois.edu,200,2178.431,3.642,
1773909001.184513,gt48_00034,3500,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,1805.599,3.577,
1773909001.228735,gt48_00035,3564,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,1472.276,5.153,
1773909001.250775,gt48_00036,3516,gateway_strawman,sp26-cs525-0612.cs.illinois.edu,200,1604.0,4.084,
1773909001.291873,gt48_00037,3516,gateway_strawman,sp26-cs525-0612.cs.illinois.edu,200,1332.049,3.376,
1773909001.319828,gt48_00038,3516,gateway_strawman,sp26-cs525-0618.cs.illinois.edu,200,1506.558,4.253,
1773909001.361817,gt48_00039,3516,gateway_strawman,sp26-cs525-0605.cs.illinois.edu,200,1115.593,4.087,
