timestamp,req_id,payload_bytes,policy,backend_id,status_code,e2e_ms,gateway_overhead_ms,error_body,backend_id_normalized,timestamp_raw,t_rel_s,strategy
2026-04-03T12:30:00.011,mbrr-c96-r0000001,620,round_robin,sp26-cs525-0605,200,1280,6,,sp26-cs525-0605.cs.illinois.edu,2026-04-03T12:30:00.011,0.000,round_robin
2026-04-03T12:30:00.012,mbrr-c96-r0000002,620,round_robin,sp26-cs525-0606,200,1425,4,,sp26-cs525-0606.cs.illinois.edu,2026-04-03T12:30:00.012,0.001,round_robin
2026-04-03T12:30:00.051,mbrr-c96-r0000003,624,round_robin,sp26-cs525-0607,200,2220,5,,sp26-cs525-0607.cs.illinois.edu,2026-04-03T12:30:00.051,0.040,round_robin
2026-04-03T12:30:00.118,mbrr-c96-r0000004,620,round_robin,sp26-cs525-0608,200,1343,5,,sp26-cs525-0608.cs.illinois.edu,2026-04-03T12:30:00.118,0.107,round_robin
2026-04-03T12:30:00.145,mbrr-c96-r0000005,620,round_robin,sp26-cs525-0609,200,1807,5,,sp26-cs525-0609.cs.illinois.edu,2026-04-03T12:30:00.145,0.134,round_robin
2026-04-03T12:30:00.169,mbrr-c96-r0000006,620,round_robin,sp26-cs525-0612,200,1472,5,,sp26-cs525-0612.cs.illinois.edu,2026-04-03T12:30:00.169,0.158,round_robin
2026-04-03T12:30:00.174,mbrr-c96-r0000007,620,round_robin,sp26-cs525-0613,200,1778,7,,sp26-cs525-0613.cs.illinois.edu,2026-04-03T12:30:00.174,0.163,round_robin
2026-04-03T12:30:00.179,mbrr-c96-r0000008,620,round_robin,sp26-cs525-0614,200,1210,6,,sp26-cs525-0614.cs.illinois.edu,2026-04-03T12:30:00.179,0.168,round_robin
2026-04-03T12:30:00.180,mbrr-c96-r0000009,620,round_robin,sp26-cs525-0615,200,1294,5,,sp26-cs525-0615.cs.illinois.edu,2026-04-03T12:30:00.180,0.169,round_robin
2026-04-03T12:30:00.182,mbrr-c96-r0000010,628,round_robin,sp26-cs525-0617,200,1091,3,,sp26-cs525-0617.cs.illinois.edu,2026-04-03T12:30:00.182,0.171,round_robin
2026-04-03T12:30:00.235,mbrr-c96-r0000011,624,round_robin,sp26-cs525-0618,200,966,5,,sp26-cs525-0618.cs.illinois.edu,2026-04-03T12:30:00.235,0.224,round_robin
2026-04-03T12:30:00.292,mbrr-c96-r0000012,616,round_robin,sp26-cs525-0619,200,1469,5,,sp26-cs525-0619.cs.illinois.edu,2026-04-03T12:30:00.292,0.281,round_robin
2026-04-03T12:30:00.298,mbrr-c96-r0000013,620,round_robin,sp26-cs525-0605,200,1228,3,,sp26-cs525-0605.cs.illinois.edu,2026-04-03T12:30:00.298,0.287,round_robin
2026-04-03T12:30:00.311,mbrr-c96-r0000014,624,round_robin,sp26-cs525-0606,200,1076,4,,sp26-cs525-0606.cs.illinois.edu,2026-04-03T12:30:00.311,0.300,round_robin
2026-04-03T12:30:00.313,mbrr-c96-r0000015,624,round_robin,sp26-cs525-0607,200,1989,5,,sp26-cs525-0607.cs.illinois.edu,2026-04-03T12:30:00.313,0.302,round_robin
2026-04-03T12:30:00.323,mbrr-c96-r0000016,620,round_robin,sp26-cs525-0608,200,1417,5,,sp26-cs525-0608.cs.illinois.edu,2026-04-03T12:30:00.323,0.312,round_robin
2026-04-03T12:30:00.324,mbrr-c96-r0000017,620,round_robin,sp26-cs525-0609,200,1539,4,,sp26-cs525-0609.cs.illinois.edu,2026-04-03T12:30:00.324,0.313,round_robin
2026-04-03T12:30:00.329,mbrr-c96-r0000018,624,round_robin,sp26-cs525-0612,200,872,6,,sp26-cs525-0612.cs.illinois.edu,2026-04-03T12:30:00.329,0.318,round_robin
2026-04-03T12:30:00.365,mbrr-c96-r0000019,620,round_robin,sp26-cs525-0613,200,1449,4,,sp26-cs525-0613.cs.illinois.edu,2026-04-03T12:30:00.365,0.354,round_robin
2026-04-03T12:30:00.375,mbrr-c96-r0000020,620,round_robin,sp26-cs525-0614,200,2241,3,,sp26-cs525-0614.cs.illinois.edu,2026-04-03T12:30:00.375,0.364,round_robin
2026-04-03T12:30:00.382,mbrr-c96-r0000021,624,round_robin,sp26-cs525-0615,200,1544,5,,sp26-cs525-0615.cs.illinois.edu,2026-04-03T12:30:00.382,0.371,round_robin
2026-04-03T12:30:00.387,mbrr-c96-r0000022,620,round_robin,sp26-cs525-0617,200,920,6,,sp26-cs525-0617.cs.illinois.edu,2026-04-03T12:30:00.387,0.376,round_robin
2026-04-03T12:30:00.392,mbrr-c96-r0000023,620,round_robin,sp26-cs525-0618,200,1920,4,,sp26-cs525-0618.cs.illinois.edu,2026-04-03T12:30:00.392,0.381,round_robin
2026-04-03T12:30:00.397,mbrr-c96-r0000024,620,round_robin,sp26-cs525-0619,200,1169,4,,sp26-cs525-0619.cs.illinois.edu,2026-04-03T12:30:00.397,0.386,round_robin
2026-04-03T12:30:00.411,mbrr-c96-r0000025,628,round_robin,sp26-cs525-0605,200,1027,5,,sp26-cs525-0605.cs.illinois.edu,2026-04-03T12:30:00.411,0.400,round_robin
2026-04-03T12:30:00.431,mbrr-c96-r0000026,620,round_robin,sp26-cs525-0606,200,1085,5,,sp26-cs525-0606.cs.illinois.edu,2026-04-03T12:30:00.431,0.420,round_robin
2026-04-03T12:30:00.450,mbrr-c96-r0000027,620,round_robin,sp26-cs525-0607,200,1332,5,,sp26-cs525-0607.cs.illinois.edu,2026-04-03T12:30:00.450,0.439,round_robin
2026-04-03T12:30:00.457,mbrr-c96-r0000028,624,round_robin,sp26-cs525-0608,200,1379,5,,sp26-cs525-0608.cs.illinois.edu,2026-04-03T12:30:00.457,0.446,round_robin
2026-04-03T12:30:00.513,mbrr-c96-r0000029,624,round_robin,sp26-cs525-0609,200,1557,5,,sp26-cs525-0609.cs.illinois.edu,2026-04-03T12:30:00.513,0.502,round_robin
2026-04-03T12:30:00.528,mbrr-c96-r0000030,624,round_robin,sp26-cs525-0612,200,979,5,,sp26-cs525-0612.cs.illinois.edu,2026-04-03T12:30:00.528,0.517,round_robin
2026-04-03T12:30:00.534,mbrr-c96-r0000031,620,round_robin,sp26-cs525-0613,200,1310,5,,sp26-cs525-0613.cs.illinois.edu,2026-04-03T12:30:00.534,0.523,round_robin
2026-04-03T12:30:00.550,mbrr-c96-r0000032,620,round_robin,sp26-cs525-0614,200,1659,4,,sp26-cs525-0614.cs.illinois.edu,2026-04-03T12:30:00.550,0.539,round_robin
2026-04-03T12:30:00.556,mbrr-c96-r0000033,616,round_robin,sp26-cs525-0615,200,1440,5,,sp26-cs525-0615.cs.illinois.edu,2026-04-03T12:30:00.556,0.545,round_robin
2026-04-03T12:30:00.623,mbrr-c96-r0000034,624,round_robin,sp26-cs525-0617,200,1181,5,,sp26-cs525-0617.cs.illinois.edu,2026-04-03T12:30:00.623,0.612,round_robin
