timestamp,req_id,payload_bytes,mode,backend_id,status_code,e2e_ms,gateway_overhead_ms,
1773912600.035937,gt96_00001,3532,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,2853.374,5.229,
1773912600.057665,gt96_00002,3516,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,2324.402,4.241,
1773912600.102486,gt96_00003,3516,gateway_strawman,sp26-cs525-0609.cs.illinois.edu,200,5165.007,5.898,
1773912600.147139,gt96_00004,3564,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,3321.734,6.223,
1773912600.155647,gt96_00005,3500,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,6065.044,5.835,
1773912600.216015,gt96_00006,3564,gateway_strawman,sp26-cs525-0609.cs.illinois.edu,200,7996.175,2.516,
1773912600.251932,gt96_00007,3548,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,200,1930.847,3.834,
1773912600.297644,gt96_00008,3532,gateway_strawman,sp26-cs525-0609.cs.illinois.edu,200,3439.854,2.243,
1773912600.323525,gt96_00009,3532,gateway_strawman,sp26-cs525-0606.cs.illinois.edu,200,4536.453,4.32,
1773912600.36059,gt96_00010,3516,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,4752.777,6.9,
1773912600.398498,gt96_00011,3532,gateway_strawman,sp26-cs525-0614.cs.illinois.edu,200,2127.552,5.678,
1773912600.436529,gt96_00012,3516,gateway_strawman,sp26-cs525-0617.cs.illinois.edu,200,5326.686,3.328,
1773912600.482818,gt96_00013,3516,gateway_strawman,sp26-cs525-0612.cs.illinois.edu,200,7339.212,4.001,
1773912600.510093,gt96_00014,3500,gateway_strawman,sp26-cs525-0612.cs.illinois.edu,200,3810.927,6.023,
1773912600.550646,gt96_00015,3532,gateway_strawman,sp26-cs525-0617.cs.illinois.edu,200,1920.769,4.456,
1773912600.598083,gt96_00016,3532,gateway_strawman,sp26-cs525-0609.cs.illinois.edu,502,5174.784,4.936,
1773912600.619717,gt96_00017,3500,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,4138.654,6.51,
1773912600.679761,gt96_00018,3516,gateway_strawman,sp26-cs525-0618.cs.illinois.edu,200,4959.177,9.644,
1773912600.702521,gt96_00019,3548,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,3357.727,6.538,
1773912600.75619,gt96_00020,3516,gateway_strawman,sp26-cs525-0613.cs.illinois.edu,200,1912.62,6.076,
1773912600.79551,gt96_00021,3532,gateway_strawman,sp26-cs525-0607.cs.illinois.edu,200,2893.378,7.559,
1773912600.824979,gt96_00022,3548,gateway_strawman,sp26-cs525-0619.cs.illinois.edu,200,3571.226,13.365,
1773912600.877963,gt96_00023,3548,gateway_strawman,sp26-cs525-0615.cs.illinois.edu,200,2481.91,4.823,
1773912600.897821,gt96_00024,3548,gateway_strawman,sp26-cs525-0608.cs.illinois.edu,200,2292.602,5.549,
